Source_Side,Status,Index_Entry,CIDOC_Type,Manual_Name,Manual_QID,Match_Type,File_Code,Extraction_Reason,Normalized_Name
Index,Unmatched (Index),"Maximilian, Prince, Elector of Bavaria",E21 Person,,,,M,Unmatched Index Entry,", Elector of Bavaria Maximilian"
Index,Unmatched (Index),"Mazarin, Cardinal",E21 Person,,,,M,Unmatched Index Entry,Mazarin
Index,Unmatched (Index),"Mazenta, Ambrogio",E21 Person,,,,M,Unmatched Index Entry,Ambrogio Mazenta
Index,Unmatched (Index),"Mazza, Giuseppe",E21 Person,,,,M,Unmatched Index Entry,Giuseppe Mazza
Index,Unmatched (Index),"Mazzarini, Giulio",E21 Person,,,,M,Unmatched Index Entry,Giulio Mazzarini
Index,Unmatched (Index),"Mazzoni, Nicola",E21 Person,,,,M,Unmatched Index Entry,Nicola Mazzoni
Index,Unmatched (Index),"Mead, Dr Richard",E21 Person,,,,M,Unmatched Index Entry,Richard Mead
Index,Unmatched (Index),"Mecklenburg, Christian Louis, Duke of",E21 Person,,,,M,Unmatched Index Entry,"Christian Louis, of Mecklenburg"
Index,Unmatched (Index),"Medici, Anna Maria Ludovica de' (wife of Johann Wilhelm, Elector Palatinate)",E21 Person,,,,M,Unmatched Index Entry,Anna Maria Ludovica de' Medici
Index,Unmatched (Index),"Medici, Cosimo III de'",E21 Person,,,,M,Unmatched Index Entry,Cosimo III de' Medici
Index,Unmatched (Index),"Medici, Ferdinando II de', Grand Duke of Tuscany",E21 Person,,,,M,Unmatched Index Entry,"Ferdinando II de', Grand of Tuscany Medici"
Index,Unmatched (Index),"Medici, Francesco Maria de'",E53 Place,,,,M,Unmatched Index Entry,"Medici, Francesco Maria de'"
Index,Unmatched (Index),"Medici, Grand Duke Gian Gastone de'",E21 Person,,,,M,Unmatched Index Entry,Grand Gian Gastone de' Medici
Index,Unmatched (Index),"Medici, Grand Prince Ferdinand de'",E21 Person,,,,M,Unmatched Index Entry,Grand Ferdinand de' Medici
Index,Unmatched (Index),"Medici, Isabella de' (Duchess of Bracciano)",E21 Person,,,,M,Unmatched Index Entry,Isabella de' Medici
Index,Unmatched (Index),"Medici, Marie de",E21 Person,,,,M,Unmatched Index Entry,Marie de Medici
Index,Unmatched (Index),"Melanconici, Niccolò",E21 Person,,,,M,Unmatched Index Entry,Niccolò Melanconici
Index,Unmatched (Index),"Mellino, Cardinal",E21 Person,,,,M,Unmatched Index Entry,Mellino
Index,Unmatched (Index),"Mengs, Anton Rafael",E21 Person,,,,M,Unmatched Index Entry,Anton Rafael Mengs
Index,Unmatched (Index),Messina,E53 Place,,,,M,Unmatched Index Entry,Messina
Index,Unmatched (Index),Miani family,E74 Group,,,,M,Unmatched Index Entry,Miani family
Index,Unmatched (Index),Michelangelo,E21 Person,,,,M,Unmatched Index Entry,Michelangelo
Index,Unmatched (Index),"Mieris, Frans van",E21 Person,,,,M,Unmatched Index Entry,Frans van Mieris
Index,Unmatched (Index),"Miller, Dwight",E21 Person,,,,M,Unmatched Index Entry,Dwight Miller
Index,Unmatched (Index),"Millet, Jean-François",E21 Person,,,,M,Unmatched Index Entry,Jean-François Millet
Index,Unmatched (Index),"Mingardi, Francesco",E53 Place,,,,M,Unmatched Index Entry,"Mingardi, Francesco"
Index,Unmatched (Index),"Minitti, Mario",E21 Person,,,,M,Unmatched Index Entry,Mario Minitti
Index,Unmatched (Index),"Mocenigo, Doge Alvise",E21 Person,,,,M,Unmatched Index Entry,Doge Alvise Mocenigo
Index,Unmatched (Index),Modelli,E28 Conceptual Object,,,,M,Unmatched Index Entry,Modelli
Index,Unmatched (Index),"Modena, Duke of",E21 Person,,,,M,Unmatched Index Entry,of Modena
Index,Unmatched (Index),"Monari, Cristofano",E21 Person,,,,M,Unmatched Index Entry,Cristofano Monari
Index,Unmatched (Index),"Monnot, Pierre",E21 Person,,,,M,Unmatched Index Entry,Pierre Monnot
Index,Unmatched (Index),"Montagu, Jennifer",E21 Person,,,,M,Unmatched Index Entry,Jennifer Montagu
Index,Unmatched (Index),"Montaigne, Michel de",E21 Person,,,,M,Unmatched Index Entry,Michel de Montaigne
Index,Unmatched (Index),Montanari palace,E22 Man-Made Object,,,,M,Unmatched Index Entry,Montanari palace
Index,Unmatched (Index),"Monte, Cardinal Francesco del",E53 Place,,,,M,Unmatched Index Entry,"Monte, Cardinal Francesco del"
Index,Unmatched (Index),"Montefeltre, Federigo da",E21 Person,,,,M,Unmatched Index Entry,Federigo da Montefeltre
Index,Unmatched (Index),"Monterey, Count of",E21 Person,,,,M,Unmatched Index Entry,of Monterey
Index,Unmatched (Index),"Montorsoli, Giovanni",E21 Person,,,,M,Unmatched Index Entry,Giovanni Montorsoli
Index,Unmatched (Index),"Morandi, Giammaria",E21 Person,,,,M,Unmatched Index Entry,Giammaria Morandi
Index,Unmatched (Index),"Morelli, Jacopo",E21 Person,,,,M,Unmatched Index Entry,Jacopo Morelli
Index,Unmatched (Index),"Morlaiter, Michelangelo",E21 Person,,,,M,Unmatched Index Entry,Michelangelo Morlaiter
Index,Unmatched (Index),"Moroni, Giovanni Battista",E21 Person,,,,M,Unmatched Index Entry,Giovanni Battista Moroni
Index,Unmatched (Index),Morosini family,E74 Group,,,,M,Unmatched Index Entry,Morosini family
Index,Unmatched (Index),"Moscheni, Pietro",E21 Person,,,,M,Unmatched Index Entry,Pietro Moscheni
Index,Unmatched (Index),"Moschini, Abate G. A.",E21 Person,,,,M,Unmatched Index Entry,G. A. Moschini
Index,Unmatched (Index),"Moscow, Venetian painting in",E21 Person,,,,M,Unmatched Index Entry,Venetian painting in Moscow
Index,Unmatched (Index),"Motteux, Pierre",E21 Person,,,,M,Unmatched Index Entry,Pierre Motteux
Index,Unmatched (Index),"Mour, Jean-Baptiste Van",E21 Person,,,,M,Unmatched Index Entry,Jean-Baptiste Van Mour
Index,Unmatched (Index),"Mulier, Pietro",E21 Person,,,,M,Unmatched Index Entry,Pietro Mulier
Index,Unmatched (Index),"Munich, Nymphenburg palace",E22 Man-Made Object,,,,M,Unmatched Index Entry,"Munich, Nymphenburg palace"
Index,Unmatched (Index),"Munich, patronage in 17th century",E21 Person,,,,M,Unmatched Index Entry,patronage in 17th century Munich
Index,Unmatched (Index),"Muratori, L. A.",E21 Person,,,,M,Unmatched Index Entry,L. A. Muratori
Index,Unmatched (Index),"Murray, John",E21 Person,,,,M,Unmatched Index Entry,John Murray
Index,Unmatched (Index),"Nadal, Jerome",E53 Place,,,,N,Unmatched Index Entry,"Nadal, Jerome"
Index,Unmatched (Index),Naples,E53 Place,,,,N,Unmatched Index Entry,Naples
Index,Unmatched (Index),"Nappi, P. Gerolamo",E21 Person,,,,N,Unmatched Index Entry,P. Gerolamo Nappi
Index,Unmatched (Index),Nationalism and art,E28 Conceptual Object,,,,N,Unmatched Index Entry,Nationalism and art
Index,Unmatched (Index),"Nazari, Bartolommeo",E21 Person,,,,N,Unmatched Index Entry,Bartolommeo Nazari
Index,Unmatched (Index),"Neapolitan painting, diffusion of",E21 Person,,,,N,Unmatched Index Entry,diffusion of Neapolitan painting
Index,Unmatched (Index),"Negroni, Cardinal Giovan Francesco",E53 Place,,,,N,Unmatched Index Entry,"Negroni, Cardinal Giovan Francesco"
Index,Unmatched (Index),Nepotism in Rome,E53 Place,,,,N,Unmatched Index Entry,Nepotism in Rome
Index,Unmatched (Index),"Neumann, Balthasar",E21 Person,,,,N,Unmatched Index Entry,Balthasar Neumann
Index,Unmatched (Index),"Newcastle, Thomas Pelham-Holles, Duke of",E22 Man-Made Object,,,,N,Unmatched Index Entry,"Newcastle, Thomas Pelham-Holles, Duke of"
Index,Unmatched (Index),"Newcastle, William Cavendish, Duke of",E22 Man-Made Object,,,,N,Unmatched Index Entry,"Newcastle, William Cavendish, Duke of"
Index,Unmatched (Index),"Nickel, Goswin",E21 Person,,,,N,Unmatched Index Entry,Goswin Nickel
Index,Unmatched (Index),"Noailles, Maréchal de",E21 Person,,,,N,Unmatched Index Entry,Maréchal de Noailles
Index,Unmatched (Index),"Nollet, Abbé",E21 Person,,,,N,Unmatched Index Entry,Abbé Nollet
Index,Unmatched (Index),"Nomé, François ('Monsù Desiderio')",E21 Person,,,,N,Unmatched Index Entry,François Nomé
Index,Unmatched (Index),"Non, Dominique De (Dominique Vivant-Denon)",E21 Person,,,,N,Unmatched Index Entry,Dominique De Non
Index,Unmatched (Index),"Nordiall, John",E21 Person,,,,N,Unmatched Index Entry,John Nordiall
Index,Unmatched (Index),"Novaroli, P. Octavio",E21 Person,,,,N,Unmatched Index Entry,P. Octavio Novaroli
Index,Unmatched (Index),"Novelli, Pietro ('il Monrealese')",E21 Person,,,,N,Unmatched Index Entry,Pietro Novelli
Index,Unmatched (Index),"Noyers, François Sublet de",E21 Person,,,,N,Unmatched Index Entry,François Sublet de Noyers
Index,Unmatched (Index),"Nuzzi, Mario (Mario de' Fiori)",E21 Person,,,,N,Unmatched Index Entry,Mario Nuzzi
Index,Unmatched (Index),"Oderisi, Roberto",E21 Person,,,,O,Unmatched Index Entry,Roberto Oderisi
Index,Unmatched (Index),"Odescalchi, Benedetto (Pope Innocent XI)",E21 Person,,,,O,Unmatched Index Entry,Benedetto Odescalchi
Index,Unmatched (Index),"Olina, P.",E21 Person,,,,O,Unmatched Index Entry,P. Olina
Index,Unmatched (Index),"Oliva, Gian Paolo",E21 Person,,,,O,Unmatched Index Entry,Gian Paolo Oliva
Index,Unmatched (Index),"Olivarez, Count Duke",E21 Person,,,,O,Unmatched Index Entry,Olivarez
Index,Unmatched (Index),"Olivieri, Monsignor",E21 Person,,,,O,Unmatched Index Entry,Olivieri
Index,Unmatched (Index),"Olivieri, Pietro Paolo",E21 Person,,,,O,Unmatched Index Entry,Pietro Paolo Olivieri
Index,Unmatched (Index),Opera in Rome,E53 Place,,,,O,Unmatched Index Entry,Opera in Rome
Index,Unmatched (Index),Oratorians,E74 Group,,,,O,Unmatched Index Entry,Oratorians
Index,Unmatched (Index),Oratorio,E28 Conceptual Object,,,,O,Unmatched Index Entry,Oratorio
Index,Unmatched (Index),"Orleans, Margherite d'",E21 Person,,,,O,Unmatched Index Entry,Margherite d' Orleans
Index,Unmatched (Index),"Orleans, Philippe d', Regent",E21 Person,,,,O,Unmatched Index Entry,"Philippe d', Regent Orleans"
Index,Unmatched (Index),"Orsini, Paolo Giordano",E21 Person,,,,O,Unmatched Index Entry,Paolo Giordano Orsini
Index,Unmatched (Index),"Ortes, Abate Giuseppe Maria",E21 Person,,,,O,Unmatched Index Entry,Giuseppe Maria Ortes
Index,Unmatched (Index),"Osimo, Don Cesare Leopardi di",E21 Person,,,,O,Unmatched Index Entry,Cesare Leopardi di Osimo
Index,Unmatched (Index),"Ottoboni, Cardinal Pietro (nephew to Pope Alexander VIII)",E21 Person,,,,O,Unmatched Index Entry,Pietro Ottoboni
Index,Unmatched (Index),"Ottoboni, Pietro (Pope Alexander VIII)",E21 Person,,,,O,Unmatched Index Entry,Pietro Ottoboni
Index,Unmatched (Index),"Ottonelli, Padre",E21 Person,,,,O,Unmatched Index Entry,Padre Ottonelli
Index,Unmatched (Index),"Oxford, Robert Harley, Earl of",E21 Person,,,,O,Unmatched Index Entry,"Robert Harley, of Oxford"
Index,Unmatched (Index),Padovanino,E21 Person,,,,P,Unmatched Index Entry,Padovanino
Index,Unmatched (Index),Padua,E53 Place,,,,P,Unmatched Index Entry,Padua
Index,Unmatched (Index),"Painting, social significance of",E21 Person,,,,P,Unmatched Index Entry,social significance of Painting
Index,Unmatched (Index),"Pallavicini, Marchese Niccolò Maria",E22 Man-Made Object,,,,P,Unmatched Index Entry,"Pallavicini, Marchese Niccolò Maria"
Index,Unmatched (Index),"Palma, Jacopo (il Giovane)",E21 Person,,,,P,Unmatched Index Entry,Jacopo Palma
Index,Unmatched (Index),"Palmerston, Lady",E21 Person,,,,P,Unmatched Index Entry,Palmerston
Index,Unmatched (Index),"Paltronieri, Pietro ('il Mirandolese')",E21 Person,,,,P,Unmatched Index Entry,Pietro Paltronieri
Index,Unmatched (Index),"Pamfili (Astalli), Camillo",E21 Person,,,,P,Unmatched Index Entry,Camillo Pamfili
Index,Unmatched (Index),Pamfili palace (Piazza Navona),E22 Man-Made Object,,,,P,Unmatched Index Entry,Pamfili palace
Index,Unmatched (Index),"Pamfili, Gianbattista (Pope Innocent X)",E21 Person,,,,P,Unmatched Index Entry,Gianbattista Pamfili
Index,Unmatched (Index),"Pamfili, Giulia",E21 Person,,,,P,Unmatched Index Entry,Giulia Pamfili
Index,Unmatched (Index),"Pamfili, Prince Camillo (nephew to Pope Innocent X)",E21 Person,,,,P,Unmatched Index Entry,Camillo Pamfili
Index,Unmatched (Index),"Panciatichi, Senator Francesco",E53 Place,,,,P,Unmatched Index Entry,"Panciatichi, Senator Francesco"
Index,Unmatched (Index),"Pannini, Giovanni Paolo",E21 Person,,,,P,Unmatched Index Entry,Giovanni Paolo Pannini
Index,Unmatched (Index),Papal states,E53 Place,,,,P,Unmatched Index Entry,Papal states
Index,Unmatched (Index),"Paris, Venetian 18th-century artists in",E74 Group,,,,P,Unmatched Index Entry,"Paris, Venetian 18th-century artists in"
Index,Unmatched (Index),"Parma, Academy",E74 Group,,,,P,Unmatched Index Entry,"Parma, Academy"
Index,Unmatched (Index),"Parma, Dukes of",E21 Person,,,,P,Unmatched Index Entry,Dukes of Parma
Index,Unmatched (Index),"Parmigianino, Francesco",E53 Place,,,,P,Unmatched Index Entry,"Parmigianino, Francesco"
Index,Unmatched (Index),"Pasquali, Giambattista",E21 Person,,,,P,Unmatched Index Entry,Giambattista Pasquali
Index,Unmatched (Index),"Pasquetti, Leonardo",E21 Person,,,,P,Unmatched Index Entry,Leonardo Pasquetti
Index,Unmatched (Index),"Passante, Bartolommeo",E21 Person,,,,P,Unmatched Index Entry,Bartolommeo Passante
Index,Unmatched (Index),"Passarowitz, Peace of",E5 Event,,,,P,Unmatched Index Entry,"Passarowitz, Peace of"
Index,Unmatched (Index),"Passeri, Giambattista",E21 Person,,,,P,Unmatched Index Entry,Giambattista Passeri
Index,Unmatched (Index),"Passignani, Domenico",E21 Person,,,,P,Unmatched Index Entry,Domenico Passignani
Index,Unmatched (Index),"Patriarch, Gaspare",E22 Man-Made Object,,,,P,Unmatched Index Entry,"Patriarch, Gaspare"
Index,Unmatched (Index),Patron-artist relation,E28 Conceptual Object,,,,P,Unmatched Index Entry,Patron-artist relation
Index,Unmatched (Index),"Paul V, Pope",E21 Person,,,,P,Unmatched Index Entry,Paul V
Index,Unmatched (Index),"Pedozzi, Padre Jacopo",E21 Person,,,,P,Unmatched Index Entry,Padre Jacopo Pedozzi
Index,Unmatched (Index),"Peiresc, Nicolas-Claude-Fabri de",E21 Person,,,,P,Unmatched Index Entry,Nicolas-Claude-Fabri de Peiresc
Index,Unmatched (Index),Pepoli palace,E22 Man-Made Object,,,,P,Unmatched Index Entry,Pepoli palace
Index,Unmatched (Index),"Pepusch, Dr",E21 Person,,,,P,Unmatched Index Entry,Pepusch
Index,Unmatched (Index),"Peretti, Felice (Pope Sixtus V)",E21 Person,,,,P,Unmatched Index Entry,Felice Peretti
Index,Unmatched (Index),"Peretti, Prince",E21 Person,,,,P,Unmatched Index Entry,Peretti
Index,Unmatched (Index),"Peretti-Montalto, Cardinal Alessandro",E21 Person,,,,P,Unmatched Index Entry,Alessandro Peretti-Montalto
Index,Unmatched (Index),"Perusini, Giovanni",E21 Person,,,,P,Unmatched Index Entry,Giovanni Perusini
Index,Unmatched (Index),Pesaro palace,E22 Man-Made Object,,,,P,Unmatched Index Entry,Pesaro palace
Index,Unmatched (Index),"Pesci, Prospero",E21 Person,,,,P,Unmatched Index Entry,Prospero Pesci
Index,Unmatched (Index),"Petau, P. Denis",E21 Person,,,,P,Unmatched Index Entry,P. Denis Petau
Index,Unmatched (Index),"Peterborough, 3rd Earl of",E21 Person,,,,P,Unmatched Index Entry,3rd of Peterborough
Index,Unmatched (Index),"Philip Neri, St",E21 Person,,,,P,Unmatched Index Entry,St Philip Neri
Index,Unmatched (Index),"Pian, Giovanni del",E21 Person,,,,P,Unmatched Index Entry,Giovanni del Pian
Index,Unmatched (Index),"Piastrini, G. D.",E21 Person,,,,P,Unmatched Index Entry,G. D. Piastrini
Index,Unmatched (Index),"Piccino, Jacopo",E21 Person,,,,P,Unmatched Index Entry,Jacopo Piccino
Index,Unmatched (Index),"Pietri, Pietro di",E21 Person,,,,P,Unmatched Index Entry,Pietro di Pietri
Index,Unmatched (Index),"Pignatelli, Antonio (Pope Innocent XII)",E21 Person,,,,P,Unmatched Index Entry,Antonio Pignatelli
Index,Unmatched (Index),"Pilati, Carlo Antonio",E21 Person,,,,P,Unmatched Index Entry,Carlo Antonio Pilati
Index,Unmatched (Index),"Pio, Cardinal",E21 Person,,,,P,Unmatched Index Entry,Pio
Index,Unmatched (Index),"Pio, Prince",E21 Person,,,,P,Unmatched Index Entry,Pio
Index,Unmatched (Index),"Piola, Paolo Girolamo",E21 Person,,,,P,Unmatched Index Entry,Paolo Girolamo Piola
Index,Unmatched (Index),"Piranesi, Giovanni Battista",E21 Person,,,,P,Unmatched Index Entry,Giovanni Battista Piranesi
Index,Unmatched (Index),"Pisa, Treaty of",E5 Event,,,,P,Unmatched Index Entry,"Pisa, Treaty of"
Index,Unmatched (Index),Pisani palace,E22 Man-Made Object,,,,P,Unmatched Index Entry,Pisani palace
Index,Unmatched (Index),"Pisani, Almorò",E21 Person,,,,P,Unmatched Index Entry,Almorò Pisani
Index,Unmatched (Index),"Pitt, William, the Elder",E21 Person,,,,P,Unmatched Index Entry,"William, the Elder Pitt"
Index,Unmatched (Index),"Pitteri, Marco",E21 Person,,,,P,Unmatched Index Entry,Marco Pitteri
Index,Unmatched (Index),Pitti Palace,E22 Man-Made Object,,,,P,Unmatched Index Entry,Pitti Palace
Index,Unmatched (Index),"Pittoni, Giovan Battista",E21 Person,,,,P,Unmatched Index Entry,Giovan Battista Pittoni
Index,Unmatched (Index),Platnerus,E21 Person,,,,P,Unmatched Index Entry,Platnerus
Index,Unmatched (Index),"Po, Giacomo del",E21 Person,,,,P,Unmatched Index Entry,Giacomo del Po
Index,Unmatched (Index),"Podestà, Andrea",E21 Person,,,,P,Unmatched Index Entry,Andrea Podestà
Index,Unmatched (Index),"Poelenburgh, Cornelius",E21 Person,,,,P,Unmatched Index Entry,Cornelius Poelenburgh
Index,Unmatched (Index),"Polazzo, Francesco",E53 Place,,,,P,Unmatched Index Entry,"Polazzo, Francesco"
Index,Unmatched (Index),"Poleni, Marchese Giovanni",E22 Man-Made Object,,,,P,Unmatched Index Entry,"Poleni, Marchese Giovanni"
Index,Unmatched (Index),"Pomarance, Niccolò Circignani dalle",E21 Person,,,,P,Unmatched Index Entry,Niccolò Circignani dalle Pomarance
Index,Unmatched (Index),Pomerancio,E21 Person,,,,P,Unmatched Index Entry,Pomerancio
Index,Unmatched (Index),"Pompeati, Domenico",E21 Person,,,,P,Unmatched Index Entry,Domenico Pompeati
Index,Unmatched (Index),"Pordenone, Giovanni Antonio da",E21 Person,,,,P,Unmatched Index Entry,Giovanni Antonio da Pordenone
Index,Unmatched (Index),"Portland, Henry, first Duke of",E21 Person,,,,P,Unmatched Index Entry,"Henry, first of Portland"
Index,Unmatched (Index),"Pourbus, Franz, the Younger",E21 Person,,,,P,Unmatched Index Entry,"Franz, the Younger Pourbus"
Index,Unmatched (Index),"Poussin, Gaspard",E21 Person,,,,P,Unmatched Index Entry,Gaspard Poussin
Index,Unmatched (Index),"Powis, Lord",E21 Person,,,,P,Unmatched Index Entry,Powis
Index,Unmatched (Index),Prices paid to artists,E28 Conceptual Object,,,,P,Unmatched Index Entry,Prices paid to artists
Index,Unmatched (Index),"Procaccini, Ercole",E21 Person,,,,P,Unmatched Index Entry,Ercole Procaccini
Index,Unmatched (Index),"Professional classes, patronage by",E21 Person,,,,P,Unmatched Index Entry,patronage by Professional classes
Index,Unmatched (Index),Provincial centres of art patronage,E28 Conceptual Object,,,,P,Unmatched Index Entry,Provincial centres of art patronage
Index,Unmatched (Index),Publishers in Venice,E53 Place,,,,P,Unmatched Index Entry,Publishers in Venice
Index,Unmatched (Index),"Pufendorf, Samuel",E21 Person,,,,P,Unmatched Index Entry,Samuel Pufendorf
Index,Unmatched (Index),"Pöllnitz, Baron de",E21 Person,,,,P,Unmatched Index Entry,de Pöllnitz
Index,Unmatched (Index),"Pöppelmann, Matthes Daniel",E21 Person,,,,P,Unmatched Index Entry,Matthes Daniel Pöppelmann
Index,Unmatched (Index),Quirinal,E53 Place,,,,Q-R,Unmatched Index Entry,Quirinal
Index,Unmatched (Index),"Ranuzzi, Vincenzo",E21 Person,,,,Q-R,Unmatched Index Entry,Vincenzo Ranuzzi
Index,Unmatched (Index),"Rapaccioli, Cardinal",E21 Person,,,,Q-R,Unmatched Index Entry,Rapaccioli
Index,Unmatched (Index),Raphael,E21 Person,,,,Q-R,Unmatched Index Entry,Raphael
Index,Unmatched (Index),"Rastatt, Treaty of",E5 Event,,,,Q-R,Unmatched Index Entry,"Rastatt, Treaty of"
Index,Unmatched (Index),Reason and fantasy,E28 Conceptual Object,,,,Q-R,Unmatched Index Entry,Reason and fantasy
Index,Unmatched (Index),"Religious orders, patronage by",E28 Conceptual Object,,,,Q-R,Unmatched Index Entry,"Religious orders, patronage by"
Index,Unmatched (Index),Rembrandt,E21 Person,,,,Q-R,Unmatched Index Entry,Rembrandt
Index,Unmatched (Index),"Resta, Padre Sebastiano",E21 Person,,,,Q-R,Unmatched Index Entry,Padre Sebastiano Resta
Index,Unmatched (Index),"Rezzonico, Carlo (Pope Clement XIII)",E21 Person,,,,Q-R,Unmatched Index Entry,Carlo Rezzonico
Index,Unmatched (Index),"Ribera, Don Ferdinando Afan de",E21 Person,,,,Q-R,Unmatched Index Entry,Ferdinando Afan de Ribera
Index,Unmatched (Index),"Ribera, Giuseppe",E21 Person,,,,Q-R,Unmatched Index Entry,Giuseppe Ribera
Index,Unmatched (Index),Riccardi palace,E22 Man-Made Object,,,,Q-R,Unmatched Index Entry,Riccardi palace
Index,Unmatched (Index),"Ricchini, Francesco Maria",E53 Place,,,,Q-R,Unmatched Index Entry,"Ricchini, Francesco Maria"
Index,Unmatched (Index),"Ricciardi, Giambattista",E21 Person,,,,Q-R,Unmatched Index Entry,Giambattista Ricciardi
Index,Unmatched (Index),"Richard, Abbé",E21 Person,,,,Q-R,Unmatched Index Entry,Abbé Richard
Index,Unmatched (Index),"Richeôme, Louis",E21 Person,,,,Q-R,Unmatched Index Entry,Louis Richeôme
Index,Unmatched (Index),"Richmond, Duke of",E21 Person,,,,Q-R,Unmatched Index Entry,of Richmond
Index,Unmatched (Index),"Richter, Giovanni",E21 Person,,,,Q-R,Unmatched Index Entry,Giovanni Richter
Index,Unmatched (Index),Riminaldi,E21 Person,,,,Q-R,Unmatched Index Entry,Riminaldi
Index,Unmatched (Index),"Riviera, Lazzaro",E21 Person,,,,Q-R,Unmatched Index Entry,Lazzaro Riviera
Index,Unmatched (Index),"Rockingham, Lord",E21 Person,,,,Q-R,Unmatched Index Entry,Rockingham
Index,Unmatched (Index),"Romanelli, Giovan Francesco",E53 Place,,,,Q-R,Unmatched Index Entry,"Romanelli, Giovan Francesco"
Index,Unmatched (Index),"Roncalli, Cristoforo (Pomerancio)",E21 Person,,,,Q-R,Unmatched Index Entry,Cristoforo Roncalli
Index,Unmatched (Index),"Rosa, Paceco de",E21 Person,,,,Q-R,Unmatched Index Entry,Paceco de Rosa
Index,Unmatched (Index),"Rosenberg, Count",E21 Person,,,,Q-R,Unmatched Index Entry,Rosenberg
Index,Unmatched (Index),"Rosenberg, Mme",E21 Person,,,,Q-R,Unmatched Index Entry,Rosenberg
Index,Unmatched (Index),"Rosis, Giuseppe de",E21 Person,,,,Q-R,Unmatched Index Entry,Giuseppe de Rosis
Index,Unmatched (Index),"Rospigliosi, Giulio (Pope Clement IX)",E21 Person,,,,Q-R,Unmatched Index Entry,Giulio Rospigliosi
Index,Unmatched (Index),"Rossano, Princess of",E21 Person,,,,Q-R,Unmatched Index Entry,of Rossano
Index,Unmatched (Index),"Rossi, Carlo de'",E21 Person,,,,Q-R,Unmatched Index Entry,Carlo de' Rossi
Index,Unmatched (Index),"Rossi, Luigi de'",E21 Person,,,,Q-R,Unmatched Index Entry,Luigi de' Rossi
Index,Unmatched (Index),"Rossi, Mattia de'",E21 Person,,,,Q-R,Unmatched Index Entry,Mattia de' Rossi
Index,Unmatched (Index),"Rossi, Ventura and Lorenzo",E21 Person,,,,Q-R,Unmatched Index Entry,Ventura and Lorenzo Rossi
Index,Unmatched (Index),"Rosso, Andrea del (grandfather of Andrea, Lorenzo, and Ottavio del Rosso)",E21 Person,,,,Q-R,Unmatched Index Entry,Andrea del Rosso
Index,Unmatched (Index),"Rosso, Giovanni Battista del",E21 Person,,,,Q-R,Unmatched Index Entry,Giovanni Battista del Rosso
Index,Unmatched (Index),"Rosso, Nicola del",E21 Person,,,,Q-R,Unmatched Index Entry,Nicola del Rosso
Index,Unmatched (Index),Royal Collection,E22 Man-Made Object,,,,Q-R,Unmatched Index Entry,Royal Collection
Index,Unmatched (Index),"Ruspoli, Marchese",E22 Man-Made Object,,,,Q-R,Unmatched Index Entry,"Ruspoli, Marchese"
Index,Unmatched (Index),"Sagredo, Gherardo",E21 Person,,,,S,Unmatched Index Entry,Gherardo Sagredo
Index,Unmatched (Index),"Sagredo, Niccolò",E21 Person,,,,S,Unmatched Index Entry,Niccolò Sagredo
Index,Unmatched (Index),"Sagredo, Stefano",E21 Person,,,,S,Unmatched Index Entry,Stefano Sagredo
Index,Unmatched (Index),"Sagrestani, Giovan Camillo",E21 Person,,,,S,Unmatched Index Entry,Giovan Camillo Sagrestani
Index,Unmatched (Index),"Saint-Non, Abbé de",E21 Person,,,,S,Unmatched Index Entry,Abbé de Saint-Non
Index,Unmatched (Index),"Saint-Sauveur, Monsieur de",E21 Person,,,,S,Unmatched Index Entry,Monsieur de Saint-Sauveur
Index,Unmatched (Index),"Saluzzi, Alessandro",E21 Person,,,,S,Unmatched Index Entry,Alessandro Saluzzi
Index,Unmatched (Index),Salviati family,E74 Group,,,,S,Unmatched Index Entry,Salviati family
Index,Unmatched (Index),"San Rocco, Scuola di",E74 Group,,,,S,Unmatched Index Entry,"San Rocco, Scuola di"
Index,Unmatched (Index),Sandi palace,E22 Man-Made Object,,,,S,Unmatched Index Entry,Sandi palace
Index,Unmatched (Index),"Santi, Giovan Gioseffo",E21 Person,,,,S,Unmatched Index Entry,Giovan Gioseffo Santi
Index,Unmatched (Index),"Santi, Tommaso de'",E21 Person,,,,S,Unmatched Index Entry,Tommaso de' Santi
Index,Unmatched (Index),Sassoferrato (Giovan Battista Salvi),E21 Person,,,,S,Unmatched Index Entry,Sassoferrato
Index,Unmatched (Index),"Savelli, Cardinal",E21 Person,,,,S,Unmatched Index Entry,Savelli
Index,Unmatched (Index),Savoy,E53 Place,,,,S,Unmatched Index Entry,Savoy
Index,Unmatched (Index),"Savoy, Adelaide Enrichetta of",E21 Person,,,,S,Unmatched Index Entry,Adelaide Enrichetta of Savoy
Index,Unmatched (Index),"Savoy, Anne Marie of",E21 Person,,,,S,Unmatched Index Entry,Anne Marie of Savoy
Index,Unmatched (Index),"Savoy, Cardinal Maurizio of",E21 Person,,,,S,Unmatched Index Entry,Maurizio of Savoy
Index,Unmatched (Index),"Savoy, Carlo Emmanuele III of",E21 Person,,,,S,Unmatched Index Entry,Carlo Emmanuele III of Savoy
Index,Unmatched (Index),"Savoy, Duchess of",E21 Person,,,,S,Unmatched Index Entry,of Savoy
Index,Unmatched (Index),"Savoy, Vittorio Amedeo II, Duke of",E21 Person,,,,S,Unmatched Index Entry,"Vittorio Amedeo II, of Savoy"
