Source_Side,Status,Index_Entry,CIDOC_Type,Manual_Name,Manual_QID,Match_Type,File_Code,Extraction_Reason,Normalized_Name
Manual,Unmatched (Manual),,,Augustinian church,G111,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Augustinian church
Manual,Unmatched (Manual),,,Avviso,G131,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Avviso
Manual,Unmatched (Manual),,,Babylon,A37,,work-English_table.csv,Unmatched Manual & Non-Q ID,Babylon
Manual,Unmatched (Manual),,,Bacchanalia,A39,,work-English_table.csv,Unmatched Manual & Non-Q ID,Bacchanalia
Manual,Unmatched (Manual),,,Bacchus,A38,,work-English_table.csv,Unmatched Manual & Non-Q ID,Bacchus
Manual,Unmatched (Manual),,,Bacchus and Ariadne,A40,,work-English_table.csv,Unmatched Manual & Non-Q ID,Bacchus and Ariadne
Manual,Unmatched (Manual),,,Barberini Chapel in S. Andrea della Valle,A41,,work-English_table.csv,Unmatched Manual & Non-Q ID,Barberini Chapel in S. Andrea della Valle
Manual,Unmatched (Manual),,,Barberini Chapelin S.Andreadella Valle),A42,,work-English_table.csv,Unmatched Manual & Non-Q ID,Barberini Chapelin S.Andreadella Valle)
Manual,Unmatched (Manual),,,Barberini library,G147,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Barberini library
Manual,Unmatched (Manual),,,Basilica of Santa Cecilia in Bologna,G28,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Basilica of Santa Cecilia in Bologna
Manual,Unmatched (Manual),,,Basilicas,G112,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Basilicas
Manual,Unmatched (Manual),,,Batlisheba Bathing,A43,,work-English_table.csv,Unmatched Manual & Non-Q ID,Batlisheba Bathing
Manual,Unmatched (Manual),,,Battaria di Cusina,A44,,work-English_table.csv,Unmatched Manual & Non-Q ID,Battaria di Cusina
Manual,Unmatched (Manual),,,Battistela,G128,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Battistela
Manual,Unmatched (Manual),,,Beatae Mariae Virginis Officium,A417,,work-English_table.csv,Unmatched Manual & Non-Q ID,Beatae Mariae Virginis Officium
Manual,Unmatched (Manual),,,Beggar holding a Rosary,A45,,work-English_table.csv,Unmatched Manual & Non-Q ID,Beggar holding a Rosary
Manual,Unmatched (Manual),,,Bell Towers for St. Peter's Basilica (demolished),A418,,work-English_table.csv,Unmatched Manual & Non-Q ID,Bell Towers for St. Peter's Basilica
Manual,Unmatched (Manual),,,Bensburg Castle,G15,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Bensburg Castle
Manual,Unmatched (Manual),,,Bergamasque community,G68,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Bergamasque community
Manual,Unmatched (Manual),,,Biblioceca Estense,G151,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Biblioceca Estense
Manual,Unmatched (Manual),,,Biblioteca Correr,G1,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Biblioteca Correr
Manual,Unmatched (Manual),,,Biblioteca Govemadva,G69,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Biblioteca Govemadva
Manual,Unmatched (Manual),,,Bishop Harold von Hocheim being invested with the princedom by the Emperor in 1163,A46,,work-English_table.csv,Unmatched Manual & Non-Q ID,Bishop Harold von Hocheim being invested with the princedom by the Emperor in 1163
Manual,Unmatched (Manual),,,Boyle/Locke/Sydenham,A419,,work-English_table.csv,Unmatched Manual & Non-Q ID,Boyle/Locke/Sydenham
Manual,Unmatched (Manual),,,Brutus killing Arruns,A47,,work-English_table.csv,Unmatched Manual & Non-Q ID,Brutus killing Arruns
Manual,Unmatched (Manual),,,Bust of Democritus,A48,,work-English_table.csv,Unmatched Manual & Non-Q ID,Bust of Democritus
Manual,Unmatched (Manual),,,Bust of Francis Bacon,A49,,work-English_table.csv,Unmatched Manual & Non-Q ID,Bust of Francis Bacon
Manual,Unmatched (Manual),,,Bust of Paolo Renier,A50,,work-English_table.csv,Unmatched Manual & Non-Q ID,Bust of Paolo Renier
Manual,Unmatched (Manual),,,Bust of Phocion,A420,,work-English_table.csv,Unmatched Manual & Non-Q ID,Bust of Phocion
Manual,Unmatched (Manual),,,Ca' Foscari,G29,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Ca' Foscari
Manual,Unmatched (Manual),,,Caesar and the Corsairs of Cilicia,A52,,work-English_table.csv,Unmatched Manual & Non-Q ID,Caesar and the Corsairs of Cilicia
Manual,Unmatched (Manual),,,Caiano Ferdinand,R21,,name-English_table.csv,Unmatched Manual & Non-Q ID,Caiano Ferdinand
Manual,Unmatched (Manual),,,Cain and Abel,A53,,work-English_table.csv,Unmatched Manual & Non-Q ID,Cain and Abel
Manual,Unmatched (Manual),,,Calabrian national church,G9,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Calabrian national church
Manual,Unmatched (Manual),,,Camillo Gavassetti,R22,,name-English_table.csv,Unmatched Manual & Non-Q ID,Camillo Gavassetti
Manual,Unmatched (Manual),,,Campo di Rialto,G17,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Campo di Rialto
Manual,Unmatched (Manual),,,Caprizi Copiosi di Figure,A421,,work-English_table.csv,Unmatched Manual & Non-Q ID,Caprizi Copiosi di Figure
Manual,Unmatched (Manual),,,Capuchin church in Rome,G2,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Capuchin church in Rome
Manual,Unmatched (Manual),,,Cardinal Francesco Barberini,A54,,work-English_table.csv,Unmatched Manual & Non-Q ID,Cardinal Francesco Barberini
Manual,Unmatched (Manual),,,Cardinal Mazarin in His Gallery,A55,,work-English_table.csv,Unmatched Manual & Non-Q ID,Cardinal Mazarin in His Gallery
Manual,Unmatched (Manual),,,Caricature of Cassiano dal Pozzo,A56,,work-English_table.csv,Unmatched Manual & Non-Q ID,Caricature of Cassiano dal Pozzo
Manual,Unmatched (Manual),,,Carita Romana,A57,,work-English_table.csv,Unmatched Manual & Non-Q ID,Carita Romana
Manual,Unmatched (Manual),,,Carità,G70,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Carità
Manual,Unmatched (Manual),,,Carlo Baccinelli,R130,,name-English_table.csv,Unmatched Manual & Non-Q ID,Carlo Baccinelli
Manual,Unmatched (Manual),,,Carlo Grimaldo,R24,,name-English_table.csv,Unmatched Manual & Non-Q ID,Carlo Grimaldo
Manual,Unmatched (Manual),,,Carlo Quarismini,R25,,name-English_table.csv,Unmatched Manual & Non-Q ID,Carlo Quarismini
Manual,Unmatched (Manual),,,Carmelitani Scalzi,R26,,name-English_table.csv,Unmatched Manual & Non-Q ID,Carmelitani Scalzi
Manual,Unmatched (Manual),,,Carro Della Notte,A58,,work-English_table.csv,Unmatched Manual & Non-Q ID,Carro Della Notte
Manual,Unmatched (Manual),,,Casa Soster,G23,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Casa Soster
Manual,Unmatched (Manual),,,Castel Cogolo,G36,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Castel Cogolo
Manual,Unmatched (Manual),,,Castel Gandolfo,A59,,work-English_table.csv,Unmatched Manual & Non-Q ID,Castel Gandolfo
Manual,Unmatched (Manual),,,Castello Sfarzesco,G130,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Castello Sfarzesco
Manual,Unmatched (Manual),,,Castle of Cogolo,A422,,work-English_table.csv,Unmatched Manual & Non-Q ID,Castle of Cogolo
Manual,Unmatched (Manual),,,Cathedral of Rome,G108,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Cathedral of Rome
Manual,Unmatched (Manual),,,Cattedrale Chiesa di Parenzo,G109,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Cattedrale Chiesa di Parenzo
Manual,Unmatched (Manual),,,Cattedrale di Santa Maria Assunta,G3,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Cattedrale di Santa Maria Assunta
Manual,Unmatched (Manual),,,Cavaliere dello speron d'oro,A60,,work-English_table.csv,Unmatched Manual & Non-Q ID,Cavaliere dello speron d'oro
Manual,Unmatched (Manual),,,Ceiling Frescoes in Palazzo Altieri,A62,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ceiling Frescoes in Palazzo Altieri
Manual,Unmatched (Manual),,,Ceiling Frescoes in the Quirinal Palace Gallery,A63,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ceiling Frescoes in the Quirinal Palace Gallery
Manual,Unmatched (Manual),,,Ceiling Paintings at Hampton Court,A424,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ceiling Paintings at Hampton Court
Manual,Unmatched (Manual),,,Ceiling fresco of the Augustinian Church,A61,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ceiling fresco of the Augustinian Church
Manual,Unmatched (Manual),,,Ceiling of Palazzo Doria-Pamphili,A423,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ceiling of Palazzo Doria-Pamphili
Manual,Unmatched (Manual),,,Ceremonies of the Grand Duke,A425,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ceremonies of the Grand Duke
Manual,Unmatched (Manual),,,Chapel of St. Lawrence,G59,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Chapel of Saint Lawrence
Manual,Unmatched (Manual),,,Chapel of St. Stanislaus Kostka,G49,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Chapel of Saint Stanislaus Kostka
Manual,Unmatched (Manual),,,Charity,A64,,work-English_table.csv,Unmatched Manual & Non-Q ID,Charity
Manual,Unmatched (Manual),,,Charles Fox,A65,,work-English_table.csv,Unmatched Manual & Non-Q ID,Charles Fox
Manual,Unmatched (Manual),,,Charles Fran ois de Saint Saulieu,R27,,name-English_table.csv,Unmatched Manual & Non-Q ID,Charles Fran ois de Saint Saulieu
Manual,Unmatched (Manual),,,Charles I,A66,,work-English_table.csv,Unmatched Manual & Non-Q ID,Charles I
Manual,Unmatched (Manual),,,Chiesa de' Servi,G4,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Chiesa de' Servi
Manual,Unmatched (Manual),,,Children at Play,A67,,work-English_table.csv,Unmatched Manual & Non-Q ID,Children at Play
Manual,Unmatched (Manual),,,Christ and St Veronica,A68,,work-English_table.csv,Unmatched Manual & Non-Q ID,Christ and St Veronica
Manual,Unmatched (Manual),,,Christ driving the Jews from the Temple,A69,,work-English_table.csv,Unmatched Manual & Non-Q ID,Christ driving the Jews from the Temple
Manual,Unmatched (Manual),,,Christ in the Boat calming His Disciples,A70,,work-English_table.csv,Unmatched Manual & Non-Q ID,Christ in the Boat calming His Disciples
Manual,Unmatched (Manual),,,Church Great WitleyWatson,G136,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Church Great WitleyWatson
Manual,Unmatched (Manual),,,Church of San Gaetano,G144,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Church of San Gaetano
Manual,Unmatched (Manual),,,Church of Santa Cecilia,G63,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Church of Santa Cecilia
Manual,Unmatched (Manual),,,Church of Santa Maria Rotonda,G10,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Church of Santa Maria Rotonda
Manual,Unmatched (Manual),,,Church of Santa Marta,G18,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Church of Santa Marta
Manual,Unmatched (Manual),,,Church of the Apostoli,G19,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Church of the Apostoli
Manual,Unmatched (Manual),,,Cincinnatus summoned from the Plough,A71,,work-English_table.csv,Unmatched Manual & Non-Q ID,Cincinnatus summoned from the Plough
Manual,Unmatched (Manual),,,Coggio Pittoni,R28,,name-English_table.csv,Unmatched Manual & Non-Q ID,Coggio Pittoni
Manual,Unmatched (Manual),,,Coggioh Pittoni,R29,,name-English_table.csv,Unmatched Manual & Non-Q ID,Coggioh Pittoni
Manual,Unmatched (Manual),,,Collegio di Siena,G50,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Collegio di Siena
Manual,Unmatched (Manual),,,Colnaghi's,G163,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Colnaghi's
Manual,Unmatched (Manual),,,Consiglio del Consorzio,G71,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Consiglio del Consorzio
Manual,Unmatched (Manual),,,Conte Carpegna,R30,,name-English_table.csv,Unmatched Manual & Non-Q ID,Conte Carpegna
Manual,Unmatched (Manual),,,Conte Tassis,R31,,name-English_table.csv,Unmatched Manual & Non-Q ID,Conte Tassis
Manual,Unmatched (Manual),,,Copy of Annibale Carracci's Works,A426,,work-English_table.csv,Unmatched Manual & Non-Q ID,Copy of Annibale Carracci's Works
Manual,Unmatched (Manual),,,Copy of Raphael's Loggias,A427,,work-English_table.csv,Unmatched Manual & Non-Q ID,Copy of Raphael's Loggias
Manual,Unmatched (Manual),,,Correr Library,G42,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Correr Library
Manual,Unmatched (Manual),,,Corti Guido,R32,,name-English_table.csv,Unmatched Manual & Non-Q ID,Corti Guido
Manual,Unmatched (Manual),,,"Count of Bolagno, the Imperial ambassador",A72,,work-English_table.csv,Unmatched Manual & Non-Q ID,"Count of Bolagno, the Imperial ambassador"
Manual,Unmatched (Manual),,,Couvent des Augustins Déchaussés,G137,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Couvent des Augustins Déchaussés
Manual,Unmatched (Manual),,,Cowper,A73,,work-English_table.csv,Unmatched Manual & Non-Q ID,Cowper
Manual,Unmatched (Manual),,,Creusa imploring Aeneas to rescue his father Anchises from the fire of Troy,A74,,work-English_table.csv,Unmatched Manual & Non-Q ID,Creusa imploring Aeneas to rescue his father Anchises from the fire of Troy
Manual,Unmatched (Manual),,,Crossing of the Red Sea,A75,,work-English_table.csv,Unmatched Manual & Non-Q ID,Crossing of the Red Sea
Manual,Unmatched (Manual),,,Crucifixion,A76,,work-English_table.csv,Unmatched Manual & Non-Q ID,Crucifixion
Manual,Unmatched (Manual),,,Crucifixion with the Madonna,A77,,work-English_table.csv,Unmatched Manual & Non-Q ID,Crucifixion with the Madonna
Manual,Unmatched (Manual),,,Damaso,G52,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Damaso
Manual,Unmatched (Manual),,,Danae,A78,,work-English_table.csv,Unmatched Manual & Non-Q ID,Danae
Manual,Unmatched (Manual),,,Dance of Nymphs,A364,,work-English_table.csv,Unmatched Manual & Non-Q ID,Dance of Nymphs
Manual,Unmatched (Manual),,,David with the head of Goliath,A79,,work-English_table.csv,Unmatched Manual & Non-Q ID,David with the head of Goliath
Manual,Unmatched (Manual),,,Death,A80,,work-English_table.csv,Unmatched Manual & Non-Q ID,Death
Manual,Unmatched (Manual),,,Death of Abel,A81,,work-English_table.csv,Unmatched Manual & Non-Q ID,Death of Abel
Manual,Unmatched (Manual),,,Death of Cleopatra,A82,,work-English_table.csv,Unmatched Manual & Non-Q ID,Death of Cleopatra
Manual,Unmatched (Manual),,,Death of St. Francis Xavier,A321,,work-English_table.csv,Unmatched Manual & Non-Q ID,Death of St. Francis Xavier
Manual,Unmatched (Manual),,,Death of Wallenstein,A83,,work-English_table.csv,Unmatched Manual & Non-Q ID,Death of Wallenstein
Manual,Unmatched (Manual),,,Decorations for St. Augustine Church,A84,,work-English_table.csv,Unmatched Manual & Non-Q ID,Decorations for St. Augustine Church
Manual,Unmatched (Manual),,,Decorative Paintings for Pisa Residence,A85,,work-English_table.csv,Unmatched Manual & Non-Q ID,Decorative Paintings for Pisa Residence
Manual,Unmatched (Manual),,,Dedicatory Frontispiece to Etchings,A86,,work-English_table.csv,Unmatched Manual & Non-Q ID,Dedicatory Frontispiece to Etchings
Manual,Unmatched (Manual),,,Deianira and Nessus,A383,,work-English_table.csv,Unmatched Manual & Non-Q ID,Deianira and Nessus
Manual,Unmatched (Manual),,,Della Lena,R33,,name-English_table.csv,Unmatched Manual & Non-Q ID,Della Lena
Manual,Unmatched (Manual),,,Design for Sant'Andrea al Quirinale,A87,,work-English_table.csv,Unmatched Manual & Non-Q ID,Design for Sant'Andrea al Quirinale
Manual,Unmatched (Manual),,,Design for St. Peter's Square,A88,,work-English_table.csv,Unmatched Manual & Non-Q ID,Design for St. Peter's Square
Manual,Unmatched (Manual),,,Diana and Actaeon,A368,,work-English_table.csv,Unmatched Manual & Non-Q ID,Diana and Actaeon
Manual,Unmatched (Manual),,,Diana and Callisto,A89,,work-English_table.csv,Unmatched Manual & Non-Q ID,Diana and Callisto
Manual,Unmatched (Manual),,,Diana and Endymion,A332,,work-English_table.csv,Unmatched Manual & Non-Q ID,Diana and Endymion
Manual,Unmatched (Manual),,,Didwich,G124,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Didwich
Manual,Unmatched (Manual),,,Directors of Chatto & Windus,G150,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Directors of Chatto & Windus
Manual,Unmatched (Manual),,,Divine Right of Kings,A90,,work-English_table.csv,Unmatched Manual & Non-Q ID,Divine Right of Kings
Manual,Unmatched (Manual),,,"Divine Virtues, Faith, Hope, Charity and Wisdom",A429,,work-English_table.csv,Unmatched Manual & Non-Q ID,"Divine Virtues, Faith, Hope, Charity and Wisdom"
Manual,Unmatched (Manual),,,Dome Frescoes of Sant'Agnese in Agone,A91,,work-English_table.csv,Unmatched Manual & Non-Q ID,Dome Frescoes of Sant'Agnese in Agone
Manual,Unmatched (Manual),,,Domenico Darmanno,R35,,name-English_table.csv,Unmatched Manual & Non-Q ID,Domenico Darmanno
Manual,Unmatched (Manual),,,Domenico da Isnello,R34,,name-English_table.csv,Unmatched Manual & Non-Q ID,Domenico da Isnello
Manual,Unmatched (Manual),,,Don Cesare Leopardi d`Osimo,R36,,name-English_table.csv,Unmatched Manual & Non-Q ID,Cesare Leopardi d`Osimo
Manual,Unmatched (Manual),,,Don Giovanni Domenico Brustoloni,R38,,name-English_table.csv,Unmatched Manual & Non-Q ID,Giovanni Domenico Brustoloni
Manual,Unmatched (Manual),,,Drawings of Sagredo Family Members,A430,,work-English_table.csv,Unmatched Manual & Non-Q ID,Drawings of Sagredo Family Members
Manual,Unmatched (Manual),,,Dream of St Joseph,A92,,work-English_table.csv,Unmatched Manual & Non-Q ID,Dream of St Joseph
Manual,Unmatched (Manual),,,Duplex Intercessio,A93,,work-English_table.csv,Unmatched Manual & Non-Q ID,Duplex Intercessio
Manual,Unmatched (Manual),,,Edgar de Vaes,R39,,name-English_table.csv,Unmatched Manual & Non-Q ID,Edgar de Vaes
Manual,Unmatched (Manual),,,Edgwareand,G113,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Edgwareand
Manual,Unmatched (Manual),,,Edoardo Lombardo,R40,,name-English_table.csv,Unmatched Manual & Non-Q ID,Edoardo Lombardo
Manual,Unmatched (Manual),,,Education of the Virgin,A333,,work-English_table.csv,Unmatched Manual & Non-Q ID,Education of the Virgin
Manual,Unmatched (Manual),,,El Escorial,G37,,gio-English_table.csv,Unmatched Manual & Non-Q ID,El Escorial
Manual,Unmatched (Manual),,,Elena Crinò,R41,,name-English_table.csv,Unmatched Manual & Non-Q ID,Elena Crinò
Manual,Unmatched (Manual),,,Eleonora Zambeccari,R42,,name-English_table.csv,Unmatched Manual & Non-Q ID,Eleonora Zambeccari
Manual,Unmatched (Manual),,,Elijah carried to Heaven in a Chariot of Fire,A415,,work-English_table.csv,Unmatched Manual & Non-Q ID,Elijah carried to Heaven in a Chariot of Fire
Manual,Unmatched (Manual),,,Elizabeth Felton,R43,,name-English_table.csv,Unmatched Manual & Non-Q ID,Elizabeth Felton
Manual,Unmatched (Manual),,,Elizabetta Antoniazzi Rossi,R44,,name-English_table.csv,Unmatched Manual & Non-Q ID,Elizabetta Antoniazzi Rossi
Manual,Unmatched (Manual),,,Emile Baudson,R45,,name-English_table.csv,Unmatched Manual & Non-Q ID,Emile Baudson
Manual,Unmatched (Manual),,,Enrico Brol,R46,,name-English_table.csv,Unmatched Manual & Non-Q ID,Enrico Brol
Manual,Unmatched (Manual),,,"Entry of the Count of Colloredo, the Imperial ambassador",A387,,work-English_table.csv,Unmatched Manual & Non-Q ID,"Entry of the Count of Colloredo, the Imperial ambassador"
Manual,Unmatched (Manual),,,Enzo Crea,R47,,name-English_table.csv,Unmatched Manual & Non-Q ID,Enzo Crea
Manual,Unmatched (Manual),,,Equestrian Statue of Henry IV,A339,,work-English_table.csv,Unmatched Manual & Non-Q ID,Equestrian Statue of Henry IV
Manual,Unmatched (Manual),,,Escape from Egypt,A481,,work-English_table.csv,Unmatched Manual & Non-Q ID,Escape from Egypt
Manual,Unmatched (Manual),,,Este,G125,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Este
Manual,Unmatched (Manual),,,Estella Brunetti,R48,,name-English_table.csv,Unmatched Manual & Non-Q ID,Estella Brunetti
Manual,Unmatched (Manual),,,Esther,A336,,work-English_table.csv,Unmatched Manual & Non-Q ID,Esther
Manual,Unmatched (Manual),,,Etchings of Oriental-style Heads,A431,,work-English_table.csv,Unmatched Manual & Non-Q ID,Etchings of Oriental-style Heads
Manual,Unmatched (Manual),,,Eteocles and Polynices,A432,,work-English_table.csv,Unmatched Manual & Non-Q ID,Eteocles and Polynices
Manual,Unmatched (Manual),,,Europa,A388,,work-English_table.csv,Unmatched Manual & Non-Q ID,Europa
Manual,Unmatched (Manual),,,European scientific societies,G72,,gio-English_table.csv,Unmatched Manual & Non-Q ID,European scientific societies
Manual,Unmatched (Manual),,,Fabio de Fabiis,R49,,name-English_table.csv,Unmatched Manual & Non-Q ID,Fabio de Fabiis
Manual,Unmatched (Manual),,,Fabrizio Tarso,R50,,name-English_table.csv,Unmatched Manual & Non-Q ID,Fabrizio Tarso
Manual,Unmatched (Manual),,,Facade of S. Maria del Giglio,A94,,work-English_table.csv,Unmatched Manual & Non-Q ID,Facade of S. Maria del Giglio
Manual,Unmatched (Manual),,,Faith crushing Idolatry,A433,,work-English_table.csv,Unmatched Manual & Non-Q ID,Faith crushing Idolatry
Manual,Unmatched (Manual),,,Fame Carrying the Name of Louis XIV to the Temple of Immortality,A375,,work-English_table.csv,Unmatched Manual & Non-Q ID,Fame Carrying the Name of Louis XIV to the Temple of Immortality
Manual,Unmatched (Manual),,,Fame inscribing the glories of Louis XIV on the shoulders of Time,A397,,work-English_table.csv,Unmatched Manual & Non-Q ID,Fame inscribing the glories of Louis XIV on the shoulders of Time
Manual,Unmatched (Manual),,,Family Chapels in Santa Maria Maggiore,G60,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Family Chapels in Santa Maria Maggiore
Manual,Unmatched (Manual),,,Family of Darius before Alexander the Great,A349,,work-English_table.csv,Unmatched Manual & Non-Q ID,Family of Darius before Alexander the Great
Manual,Unmatched (Manual),,,Fantastical Heads in the Manner of Giorgione,A95,,work-English_table.csv,Unmatched Manual & Non-Q ID,Fantastical Heads in the Manner of Giorgione
Manual,Unmatched (Manual),,,Fates,A96,,work-English_table.csv,Unmatched Manual & Non-Q ID,Fates
Manual,Unmatched (Manual),,,Federico Correr Lorenzetti,R52,,name-English_table.csv,Unmatched Manual & Non-Q ID,Federico Correr Lorenzetti
Manual,Unmatched (Manual),,,Ferney,G24,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Ferney
Manual,Unmatched (Manual),,,Finding of Romulus and Remus,A337,,work-English_table.csv,Unmatched Manual & Non-Q ID,Finding of Romulus and Remus
Manual,Unmatched (Manual),,,Flaminio Corner,A97,,work-English_table.csv,Unmatched Manual & Non-Q ID,Flaminio Corner
Manual,Unmatched (Manual),,,Flight into Egypt,A384,,work-English_table.csv,Unmatched Manual & Non-Q ID,Flight into Egypt
Manual,Unmatched (Manual),,,Flight into Egypt,A98,,work-English_table.csv,Unmatched Manual & Non-Q ID,Flight into Egypt
Manual,Unmatched (Manual),,,Flight into Egypt,A99,,work-English_table.csv,Unmatched Manual & Non-Q ID,Flight into Egypt
Manual,Unmatched (Manual),,,Flight of Aeneas from Troy,A100,,work-English_table.csv,Unmatched Manual & Non-Q ID,Flight of Aeneas from Troy
Manual,Unmatched (Manual),,,Flora,A101,,work-English_table.csv,Unmatched Manual & Non-Q ID,Flora
Manual,Unmatched (Manual),,,Fondamenta Foscarini,G149,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Fondamenta Foscarini
Manual,Unmatched (Manual),,,Fondo di Gesù,G90,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Fondo di Gesù
Manual,Unmatched (Manual),,,Foresteria,A434,,work-English_table.csv,Unmatched Manual & Non-Q ID,Foresteria
Manual,Unmatched (Manual),,,Forlì Cathedral,G64,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Forlì Cathedral
Manual,Unmatched (Manual),,,Fortitude,A413,,work-English_table.csv,Unmatched Manual & Non-Q ID,Fortitude
Manual,Unmatched (Manual),,,Fortune under the control of Virtue,A398,,work-English_table.csv,Unmatched Manual & Non-Q ID,Fortune under the control of Virtue
Manual,Unmatched (Manual),,,"Fortune under the control of Virtue, Justice and Peace",A102,,work-English_table.csv,Unmatched Manual & Non-Q ID,"Fortune under the control of Virtue, Justice and Peace"
Manual,Unmatched (Manual),,,Four Evangelists,A103,,work-English_table.csv,Unmatched Manual & Non-Q ID,Four Evangelists
Manual,Unmatched (Manual),,,Francesco Algarotti,A104,,work-English_table.csv,Unmatched Manual & Non-Q ID,Francesco Algarotti
Manual,Unmatched (Manual),,,Francesco Drach,R56,,name-English_table.csv,Unmatched Manual & Non-Q ID,Francesco Drach
Manual,Unmatched (Manual),,,Francesco Griseri,R58,,name-English_table.csv,Unmatched Manual & Non-Q ID,Francesco Griseri
Manual,Unmatched (Manual),,,Francesco Panciatichi,R60,,name-English_table.csv,Unmatched Manual & Non-Q ID,Francesco Panciatichi
Manual,Unmatched (Manual),,,Francesco Pio di Savoia,R72,,name-English_table.csv,Unmatched Manual & Non-Q ID,Francesco Pio di Savoia
Manual,Unmatched (Manual),,,Francesco Scaramuccia,R62,,name-English_table.csv,Unmatched Manual & Non-Q ID,Francesco Scaramuccia
Manual,Unmatched (Manual),,,Fresco on staircase of Hampton Court Palace,A358,,work-English_table.csv,Unmatched Manual & Non-Q ID,Fresco on staircase of Hampton Court Palace
Manual,Unmatched (Manual),,,Frescoes in Lanfranco Cathedral,A105,,work-English_table.csv,Unmatched Manual & Non-Q ID,Frescoes in Lanfranco Cathedral
Manual,Unmatched (Manual),,,Frescoes in Palazzo Barberini Salone,A106,,work-English_table.csv,Unmatched Manual & Non-Q ID,Frescoes in Palazzo Barberini Salone
Manual,Unmatched (Manual),,,Frescoes in Sant'Andrea della Valle,A107,,work-English_table.csv,Unmatched Manual & Non-Q ID,Frescoes in Sant'Andrea della Valle
Manual,Unmatched (Manual),,,Frescoes in the Corsini Chapel,A108,,work-English_table.csv,Unmatched Manual & Non-Q ID,Frescoes in the Corsini Chapel
Manual,Unmatched (Manual),,,Frescoes in the Palace at Valmontone,A109,,work-English_table.csv,Unmatched Manual & Non-Q ID,Frescoes in the Palace at Valmontone
Manual,Unmatched (Manual),,,Fulvio Miari,R63,,name-English_table.csv,Unmatched Manual & Non-Q ID,Fulvio Miari
Manual,Unmatched (Manual),,,G.M. Sasso,A110,,work-English_table.csv,Unmatched Manual & Non-Q ID,G.M. Sasso
Manual,Unmatched (Manual),,,Galleria Giustiniani,G152,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Galleria Giustiniani
Manual,Unmatched (Manual),,,Galleria L'Antonina,G155,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Galleria L'Antonina
Manual,Unmatched (Manual),,,Galleria Nazionale,G73,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Galleria Nazionale
Manual,Unmatched (Manual),,,Gallerie di Firenze,G156,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Gallerie di Firenze
