Source_Side,Status,Index_Entry,CIDOC_Type,Manual_Name,Manual_QID,Match_Type,File_Code,Extraction_Reason
Index,Unmatched (Index),"Fratta, D. M.",E21 Person,,,,F,Unmatched Index Entry
Index,Unmatched (Index),"Frederick Augustus I, Elector of Saxony",E21 Person,,,,F,Unmatched Index Entry
Index,Unmatched (Index),"Frederick Augustus II, Elector of Saxony",E21 Person,,,,F,Unmatched Index Entry
Index,Unmatched (Index),Frederick III (Holy Roman Emperor),E21 Person,,,,F,Unmatched Index Entry
Index,Unmatched (Index),French hostility to Italian art in the 17th century,E28 Conceptual Object,,,,F,Unmatched Index Entry
Index,Unmatched (Index),French patronage,E28 Conceptual Object,,,,F,Unmatched Index Entry
Index,Unmatched (Index),"Frescobaldi, Gerolamo",E21 Person,,,,F,Unmatched Index Entry
Index,Unmatched (Index),"Fumiani, Giannantonio",E21 Person,,,,F,Unmatched Index Entry
Index,Unmatched (Index),"Furnaletto, Lodovico",E21 Person,,,,F,Unmatched Index Entry
Index,Unmatched (Index),"Gabburri, Francesco",E53 Place,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Gabrieli, Lodovico",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Galgario, Fra (Vittore Ghislandi)",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Galiani, Abate",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Gallacini, Teofilo",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Galli-Bibiena, Ferdinando",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Gambarini, Giuseppe",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Garganego, Girolamo",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Gaulli, Giovanni Battista (Baciccio)",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Gavasetti, Camillo",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),Gazzeta Veneta,E22 Man-Made Object,,,,G,Unmatched Index Entry
Index,Unmatched (Index),Genoa,E53 Place,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Geoffrin, Mme",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"George I, King of England",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"George III, King of England",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Gerini, Marchese Andrea",E22 Man-Made Object,,,,G,Unmatched Index Entry
Index,Unmatched (Index),German patronage,E28 Conceptual Object,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"German princes, taste in art",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Gesualdo, Cardinal",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),Gesuati,E74 Group,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Gherardi, Antonio",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Ghibbesio, Jacopo",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Ghisolfi, Giovanni",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Gimignani, Lodovico",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Ginnasi, Cardinal",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),Giotto,E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),Giovanelli collection,E22 Man-Made Object,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Girardon, François",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),Giustiniani family,E74 Group,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Giustiniani, Abbate Michele",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Giustiniani, Andrea",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Giustiniani, Benedetto",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Giustiniani, Marchese Vincenzo",E22 Man-Made Object,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Gloucester, William Henry, 1st Duke of",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),Gondi palace,E22 Man-Made Object,,,,G,Unmatched Index Entry
Index,Unmatched (Index),Gonzaga,E74 Group,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Gonzalez, Tirso",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Gori, A. F.",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Gozadini, Bonisezio",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Gozzadini, Cardinal",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),Grassi collection,E22 Man-Made Object,,,,G,Unmatched Index Entry
Index,Unmatched (Index),Grassi family,E74 Group,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Graziani, Ercole",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),Gregory XV,E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Greiffenklau, Karl Philip von",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Grill, Angelica",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Grimani, Cardinal",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Grimani, Doge",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Grosley, Pierre Jean",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Gruppello, Gabriel",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Guarana, Giacomo",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Guardi, Gian Antonio",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),Guercino (Francesco Barbieri),E53 Place,,,,G,Unmatched Index Entry
Index,Unmatched (Index),Gustavus Adolphus of Sweden,E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),Gustavus III of Sweden,E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Guzman, Gasparo de Haro y",E21 Person,,,,G,Unmatched Index Entry
Index,Unmatched (Index),"Halifax, Earl of",E21 Person,,,,H,Unmatched Index Entry
Index,Unmatched (Index),"Handel, George Frederick",E21 Person,,,,H,Unmatched Index Entry
Index,Unmatched (Index),Hapsburg collections from Prague,E22 Man-Made Object,,,,H,Unmatched Index Entry
Index,Unmatched (Index),Hapsburg patronage of Venetian artists,E28 Conceptual Object,,,,H,Unmatched Index Entry
Index,Unmatched (Index),"Harrach, Count",E21 Person,,,,H,Unmatched Index Entry
Index,Unmatched (Index),"Helmbrecker, Theodor",E21 Person,,,,H,Unmatched Index Entry
Index,Unmatched (Index),Henri III of France,E53 Place,,,,H,Unmatched Index Entry
Index,Unmatched (Index),Henri IV of France,E53 Place,,,,H,Unmatched Index Entry
Index,Unmatched (Index),"Henrietta Maria, Queen of England",E21 Person,,,,H,Unmatched Index Entry
Index,Unmatched (Index),"Hervey, Lord",E21 Person,,,,H,Unmatched Index Entry
Index,Unmatched (Index),"Hildebrandt, Lucas von",E21 Person,,,,H,Unmatched Index Entry
Index,Unmatched (Index),"Honthorst, Gerrit van",E21 Person,,,,H,Unmatched Index Entry
Index,Unmatched (Index),Horace,E21 Person,,,,H,Unmatched Index Entry
Index,Unmatched (Index),"Hume, A.",E21 Person,,,,H,Unmatched Index Entry
Index,Unmatched (Index),"Ignatius, St",E21 Person,,,,I,Unmatched Index Entry
Index,Unmatched (Index),Illustrated books,E22 Man-Made Object,,,,I,Unmatched Index Entry
Index,Unmatched (Index),Indecency and the erotic,E28 Conceptual Object,,,,I,Unmatched Index Entry
Index,Unmatched (Index),Indecency in art,E28 Conceptual Object,,,,I,Unmatched Index Entry
Index,Unmatched (Index),"Innocent X, Pope",E21 Person,,,,I,Unmatched Index Entry
Index,Unmatched (Index),"Innocent XII, Pope",E21 Person,,,,I,Unmatched Index Entry
Index,Unmatched (Index),"Jabach, Everard",E21 Person,,,,J，K,Unmatched Index Entry
Index,Unmatched (Index),James III of England,E21 Person,,,,J，K,Unmatched Index Entry
Index,Unmatched (Index),Jesuits,E74 Group,,,,J，K,Unmatched Index Entry
Index,Unmatched (Index),Johann Georg III of Saxony,E21 Person,,,,J，K,Unmatched Index Entry
Index,Unmatched (Index),"Johann Wilhelm, Elector Palatinate",E21 Person,,,,J，K,Unmatched Index Entry
Index,Unmatched (Index),"John Sobieski, King of Poland",E21 Person,,,,J，K,Unmatched Index Entry
Index,Unmatched (Index),Justinus,E21 Person,,,,J，K,Unmatched Index Entry
Index,Unmatched (Index),Justus of Ghent,E21 Person,,,,J，K,Unmatched Index Entry
Index,Unmatched (Index),La Harpe,E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"La Vrillière, Louis Phélipeaux de",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),Labia collection,E22 Man-Made Object,,,,L,Unmatched Index Entry
Index,Unmatched (Index),Labia family,E74 Group,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Lancellotti, Abate",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Landscapes, varying reactions to",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Langetti, Giovanni Battista",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"LeBlon, Jakob Christoffel",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Legros, Pierre",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Lemaire, Jean",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Lena, Innocenzo della",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Leopold I, Grand Duke of Tuscany",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Leopold Wilhelm, Archduke",E22 Man-Made Object,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Letterini, Bartolommeo",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),Liechtenstein family,E74 Group,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Liechtenstein, Prince Wenzel of",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Ligari, Gian Pietro",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Locke, John",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Lodoli, Padre Carlo",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),London,E53 Place,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Longhena, Baldassare",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Longhi, Martino, the Elder",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Longhi, Martino, the Younger",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Lorca, Bernardino",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),Lorenzini,E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Lorraine, Duke of",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Loth, Johann Karl",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Louisa Ulrika, Queen of Sweden",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),Louvre,E53 Place,,,,L,Unmatched Index Entry
Index,Unmatched (Index),Lucca,E53 Place,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Ludovisi, Alessandro (Pope Gregory XV)",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Ludovisi, Ludovico (nephew to Pope Gregory XV)",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Luxembourg, Palais du",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),"Lyss, Jan",E21 Person,,,,L,Unmatched Index Entry
Index,Unmatched (Index),Macerata,E53 Place,,,,M,Unmatched Index Entry
Index,Unmatched (Index),Machiavelli,E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),Madrid,E53 Place,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Madrid, Venetian artists in",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Maffei, Francesco",E53 Place,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Malebranche, Nicolas de",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Manchester, Lord",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Mancini, Francesco",E53 Place,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Mander, Carel van",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),Manin country house,E53 Place,,,,M,Unmatched Index Entry
Index,Unmatched (Index),Manin family,E74 Group,,,,M,Unmatched Index Entry
Index,Unmatched (Index),Manin palace,E22 Man-Made Object,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Manin, Doge Lodovico",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),Mannerist painting,E28 Conceptual Object,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Mansart, François",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Mantua, Ferdinando Carlo, Duke of",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Mantua, Ferdinando, Duke of",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Mantua, Marquis of",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Maratta, Carlo",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"March, Lord",E22 Man-Made Object,,,,M,Unmatched Index Entry
Index,Unmatched (Index),Marchands-amateurs,E22 Man-Made Object,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Marchesi, Raffaelo",E22 Man-Made Object,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Marchesini, Alessandro",E22 Man-Made Object,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Marchiori, Giovanni",E22 Man-Made Object,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Mari, Cosimo",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Maria Teresa, Holy Roman Empress",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Marigny, Marquis de",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Marlborough, Duchess of",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),Marucelli Palace,E22 Man-Made Object,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Marucelli, Orazio",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Massimi, Camillo (the Elder)",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Massimi, Cardinal Camillo (Carlo)",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),Mastelletta,E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Matina, L.",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Maupertuis, Pierre-Louis",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Max Emmanuel, Elector of Bavaria",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Maximilian, Prince, Elector of Bavaria",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Mazarin, Cardinal",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Mazenta, Ambrogio",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Mazza, Giuseppe",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Mazzarini, Giulio",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Mazzoni, Nicola",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Mead, Dr Richard",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Mecklenburg, Christian Louis, Duke of",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Medici, Anna Maria Ludovica de' (wife of Johann Wilhelm, Elector Palatinate)",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Medici, Cosimo III de'",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Medici, Ferdinando II de', Grand Duke of Tuscany",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Medici, Francesco Maria de'",E53 Place,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Medici, Grand Duke Gian Gastone de'",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Medici, Grand Prince Ferdinand de'",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Medici, Isabella de' (Duchess of Bracciano)",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Medici, Marie de",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Melanconici, Niccolò",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Mellino, Cardinal",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Mengs, Anton Rafael",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),Messina,E53 Place,,,,M,Unmatched Index Entry
Index,Unmatched (Index),Miani family,E74 Group,,,,M,Unmatched Index Entry
Index,Unmatched (Index),Michelangelo,E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Mieris, Frans van",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Miller, Dwight",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Millet, Jean-François",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Mingardi, Francesco",E53 Place,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Minitti, Mario",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Mocenigo, Doge Alvise",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),Modelli,E28 Conceptual Object,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Modena, Duke of",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Monari, Cristofano",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Monnot, Pierre",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Montagu, Jennifer",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Montaigne, Michel de",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),Montanari palace,E22 Man-Made Object,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Monte, Cardinal Francesco del",E53 Place,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Montefeltre, Federigo da",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Monterey, Count of",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Montorsoli, Giovanni",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Morandi, Giammaria",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Morelli, Jacopo",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Morlaiter, Michelangelo",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Moroni, Giovanni Battista",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),Morosini family,E74 Group,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Moscheni, Pietro",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Moschini, Abate G. A.",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Moscow, Venetian painting in",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Motteux, Pierre",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Mour, Jean-Baptiste Van",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Mulier, Pietro",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Munich, Nymphenburg palace",E22 Man-Made Object,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Munich, patronage in 17th century",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Muratori, L. A.",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Murray, John",E21 Person,,,,M,Unmatched Index Entry
Index,Unmatched (Index),"Nadal, Jerome",E53 Place,,,,N,Unmatched Index Entry
Index,Unmatched (Index),Naples,E53 Place,,,,N,Unmatched Index Entry
Index,Unmatched (Index),"Nappi, P. Gerolamo",E21 Person,,,,N,Unmatched Index Entry
Index,Unmatched (Index),Nationalism and art,E28 Conceptual Object,,,,N,Unmatched Index Entry
Index,Unmatched (Index),"Nazari, Bartolommeo",E21 Person,,,,N,Unmatched Index Entry
Index,Unmatched (Index),"Neapolitan painting, diffusion of",E21 Person,,,,N,Unmatched Index Entry
Index,Unmatched (Index),"Negroni, Cardinal Giovan Francesco",E53 Place,,,,N,Unmatched Index Entry
Index,Unmatched (Index),Nepotism in Rome,E53 Place,,,,N,Unmatched Index Entry
Index,Unmatched (Index),"Neumann, Balthasar",E21 Person,,,,N,Unmatched Index Entry
Index,Unmatched (Index),"Newcastle, Thomas Pelham-Holles, Duke of",E22 Man-Made Object,,,,N,Unmatched Index Entry
Index,Unmatched (Index),"Newcastle, William Cavendish, Duke of",E22 Man-Made Object,,,,N,Unmatched Index Entry
Index,Unmatched (Index),"Nickel, Goswin",E21 Person,,,,N,Unmatched Index Entry
Index,Unmatched (Index),"Noailles, Maréchal de",E21 Person,,,,N,Unmatched Index Entry
Index,Unmatched (Index),"Nollet, Abbé",E21 Person,,,,N,Unmatched Index Entry
Index,Unmatched (Index),"Nomé, François ('Monsù Desiderio')",E21 Person,,,,N,Unmatched Index Entry
Index,Unmatched (Index),"Non, Dominique De (Dominique Vivant-Denon)",E21 Person,,,,N,Unmatched Index Entry
Index,Unmatched (Index),"Nordiall, John",E21 Person,,,,N,Unmatched Index Entry
Index,Unmatched (Index),"Novaroli, P. Octavio",E21 Person,,,,N,Unmatched Index Entry
Index,Unmatched (Index),"Novelli, Pietro ('il Monrealese')",E21 Person,,,,N,Unmatched Index Entry
Index,Unmatched (Index),"Noyers, François Sublet de",E21 Person,,,,N,Unmatched Index Entry
Index,Unmatched (Index),"Nuzzi, Mario (Mario de' Fiori)",E21 Person,,,,N,Unmatched Index Entry
Index,Unmatched (Index),"Oderisi, Roberto",E21 Person,,,,O,Unmatched Index Entry
Index,Unmatched (Index),"Odescalchi, Benedetto (Pope Innocent XI)",E21 Person,,,,O,Unmatched Index Entry
Index,Unmatched (Index),"Olina, P.",E21 Person,,,,O,Unmatched Index Entry
Index,Unmatched (Index),"Oliva, Gian Paolo",E21 Person,,,,O,Unmatched Index Entry
Index,Unmatched (Index),"Olivarez, Count Duke",E21 Person,,,,O,Unmatched Index Entry
Index,Unmatched (Index),"Olivieri, Monsignor",E21 Person,,,,O,Unmatched Index Entry
Index,Unmatched (Index),"Olivieri, Pietro Paolo",E21 Person,,,,O,Unmatched Index Entry
Index,Unmatched (Index),Opera in Rome,E53 Place,,,,O,Unmatched Index Entry
Index,Unmatched (Index),Oratorians,E74 Group,,,,O,Unmatched Index Entry
Index,Unmatched (Index),Oratorio,E28 Conceptual Object,,,,O,Unmatched Index Entry
Index,Unmatched (Index),"Orleans, Margherite d'",E21 Person,,,,O,Unmatched Index Entry
Index,Unmatched (Index),"Orleans, Philippe d', Regent",E21 Person,,,,O,Unmatched Index Entry
Index,Unmatched (Index),"Orsini, Paolo Giordano",E21 Person,,,,O,Unmatched Index Entry
Index,Unmatched (Index),"Ortes, Abate Giuseppe Maria",E21 Person,,,,O,Unmatched Index Entry
Index,Unmatched (Index),"Osimo, Don Cesare Leopardi di",E21 Person,,,,O,Unmatched Index Entry
Index,Unmatched (Index),"Ottoboni, Cardinal Pietro (nephew to Pope Alexander VIII)",E21 Person,,,,O,Unmatched Index Entry
Index,Unmatched (Index),"Ottoboni, Pietro (Pope Alexander VIII)",E21 Person,,,,O,Unmatched Index Entry
Index,Unmatched (Index),"Ottonelli, Padre",E21 Person,,,,O,Unmatched Index Entry
Index,Unmatched (Index),"Oxford, Robert Harley, Earl of",E21 Person,,,,O,Unmatched Index Entry
Index,Unmatched (Index),Padovanino,E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),Padua,E53 Place,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Painting, social significance of",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pallavicini, Marchese Niccolò Maria",E22 Man-Made Object,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Palma, Jacopo (il Giovane)",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Palmerston, Lady",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Paltronieri, Pietro ('il Mirandolese')",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pamfili (Astalli), Camillo",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),Pamfili palace (Piazza Navona),E22 Man-Made Object,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pamfili, Gianbattista (Pope Innocent X)",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pamfili, Giulia",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pamfili, Prince Camillo (nephew to Pope Innocent X)",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Panciatichi, Senator Francesco",E53 Place,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pannini, Giovanni Paolo",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),Papal states,E53 Place,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Paris, Venetian 18th-century artists in",E74 Group,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Parma, Academy",E74 Group,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Parma, Dukes of",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Parmigianino, Francesco",E53 Place,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pasquali, Giambattista",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pasquetti, Leonardo",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Passante, Bartolommeo",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Passarowitz, Peace of",E5 Event,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Passeri, Giambattista",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Passignani, Domenico",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Patriarch, Gaspare",E22 Man-Made Object,,,,P,Unmatched Index Entry
Index,Unmatched (Index),Patron-artist relation,E28 Conceptual Object,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Paul V, Pope",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pedozzi, Padre Jacopo",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Peiresc, Nicolas-Claude-Fabri de",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),Pepoli palace,E22 Man-Made Object,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pepusch, Dr",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Peretti, Felice (Pope Sixtus V)",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Peretti, Prince",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Peretti-Montalto, Cardinal Alessandro",E21 Person,,,,P,Unmatched Index Entry
