Source_Side,Status,Index_Entry,CIDOC_Type,Manual_Name,Manual_QID,Match_Type,File_Code,Extraction_Reason
Index,Unmatched (Index),"Perusini, Giovanni",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),Pesaro palace,E22 Man-Made Object,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pesci, Prospero",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Petau, P. Denis",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Peterborough, 3rd Earl of",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Philip Neri, St",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pian, Giovanni del",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Piastrini, G. D.",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Piccino, Jacopo",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pietri, Pietro di",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pignatelli, Antonio (Pope Innocent XII)",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pilati, Carlo Antonio",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pio, Cardinal",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pio, Prince",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Piola, Paolo Girolamo",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Piranesi, Giovanni Battista",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pisa, Treaty of",E5 Event,,,,P,Unmatched Index Entry
Index,Unmatched (Index),Pisani palace,E22 Man-Made Object,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pisani, Almorò",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pitt, William, the Elder",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pitteri, Marco",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),Pitti Palace,E22 Man-Made Object,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pittoni, Giovan Battista",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),Platnerus,E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Po, Giacomo del",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Podestà, Andrea",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Poelenburgh, Cornelius",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Polazzo, Francesco",E53 Place,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Poleni, Marchese Giovanni",E22 Man-Made Object,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pomarance, Niccolò Circignani dalle",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),Pomerancio,E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pompeati, Domenico",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pordenone, Giovanni Antonio da",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Portland, Henry, first Duke of",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pourbus, Franz, the Younger",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Poussin, Gaspard",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Powis, Lord",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),Prices paid to artists,E28 Conceptual Object,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Procaccini, Ercole",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Professional classes, patronage by",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),Provincial centres of art patronage,E28 Conceptual Object,,,,P,Unmatched Index Entry
Index,Unmatched (Index),Publishers in Venice,E53 Place,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pufendorf, Samuel",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pöllnitz, Baron de",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),"Pöppelmann, Matthes Daniel",E21 Person,,,,P,Unmatched Index Entry
Index,Unmatched (Index),Quirinal,E53 Place,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Ranuzzi, Vincenzo",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Rapaccioli, Cardinal",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),Raphael,E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Rastatt, Treaty of",E5 Event,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),Reason and fantasy,E28 Conceptual Object,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Religious orders, patronage by",E28 Conceptual Object,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),Rembrandt,E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Resta, Padre Sebastiano",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Rezzonico, Carlo (Pope Clement XIII)",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Ribera, Don Ferdinando Afan de",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Ribera, Giuseppe",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),Riccardi palace,E22 Man-Made Object,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Ricchini, Francesco Maria",E53 Place,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Ricciardi, Giambattista",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Richard, Abbé",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Richeôme, Louis",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Richmond, Duke of",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Richter, Giovanni",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),Riminaldi,E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Riviera, Lazzaro",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Rockingham, Lord",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Romanelli, Giovan Francesco",E53 Place,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Roncalli, Cristoforo (Pomerancio)",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Rosa, Paceco de",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Rosenberg, Count",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Rosenberg, Mme",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Rosis, Giuseppe de",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Rospigliosi, Giulio (Pope Clement IX)",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Rossano, Princess of",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Rossi, Carlo de'",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Rossi, Luigi de'",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Rossi, Mattia de'",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Rossi, Ventura and Lorenzo",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Rosso, Andrea del (grandfather of Andrea, Lorenzo, and Ottavio del Rosso)",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Rosso, Giovanni Battista del",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Rosso, Nicola del",E21 Person,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),Royal Collection,E22 Man-Made Object,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Ruspoli, Marchese",E22 Man-Made Object,,,,Q-R,Unmatched Index Entry
Index,Unmatched (Index),"Sagredo, Gherardo",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Sagredo, Niccolò",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Sagredo, Stefano",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Sagrestani, Giovan Camillo",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Saint-Non, Abbé de",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Saint-Sauveur, Monsieur de",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Saluzzi, Alessandro",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),Salviati family,E74 Group,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"San Rocco, Scuola di",E74 Group,,,,S,Unmatched Index Entry
Index,Unmatched (Index),Sandi palace,E22 Man-Made Object,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Santi, Giovan Gioseffo",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Santi, Tommaso de'",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),Sassoferrato (Giovan Battista Salvi),E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Savelli, Cardinal",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),Savoy,E53 Place,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Savoy, Adelaide Enrichetta of",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Savoy, Anne Marie of",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Savoy, Cardinal Maurizio of",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Savoy, Carlo Emmanuele III of",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Savoy, Duchess of",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Savoy, Vittorio Amedeo II, Duke of",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),Scalzi,E74 Group,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Scaramuccia, Luigi",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Scarselli, Abate",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Schedoni, Bartolommeo",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Schulenburg, Marshal Johann Matthias",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Schut, Corneille",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),Schönborn family,E74 Group,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Schönborn, Friedrich Karl",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Schönborn, Johann Philip Franz",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Schönborn, Lothar Franz von",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),Seneca,E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Serra, Mgr Giacomo",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Servient, Abbé de",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),Servizio particolare,E28 Conceptual Object,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Sfondrato, Cardinal",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Shaftesbury, 1st Earl of",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Shaftesbury, 3rd Earl of",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),Shakespeare,E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Silva, Don Carlo",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Skala, Giovanni Dubravio",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Skippe, John",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Skippon, Philip",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),Social position of the artist,E28 Conceptual Object,,,,S,Unmatched Index Entry
Index,Unmatched (Index),Soderini family,E74 Group,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Soldani, Massimiliano",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Sole, Giovan Gioseffo dal",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Spada, Cardinal Bernardino",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Spadaro, Micco",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Spanish Succession, War of",E5 Event,,,,S,Unmatched Index Entry
Index,Unmatched (Index),Spanish patronage,E28 Conceptual Object,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Spectator, The",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"St Petersburg, Venetian artists in",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Stael, Cornelius de",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Stanislas Poniatowski, King of Poland",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Stazio, Andrea",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),Stendhal,E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),Stoicism in 17th century,E28 Conceptual Object,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Storer, Cristoforo",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Styles, Benjamin",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),Superstition in Rome,E53 Place,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Swanevelt, Hermann",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Sweerts, Michael",E21 Person,,,,S,Unmatched Index Entry
Index,Unmatched (Index),"Tankerville, Lord",E21 Person,,,,T,Unmatched Index Entry
Index,Unmatched (Index),"Tarso, Archbishop of",E22 Man-Made Object,,,,T,Unmatched Index Entry
Index,Unmatched (Index),"Tassis, Count",E21 Person,,,,T,Unmatched Index Entry
Index,Unmatched (Index),"Tencala, Cristoforo",E21 Person,,,,T,Unmatched Index Entry
Index,Unmatched (Index),"Teniers, David",E21 Person,,,,T,Unmatched Index Entry
Index,Unmatched (Index),"Teodoli, Marchese",E22 Man-Made Object,,,,T,Unmatched Index Entry
Index,Unmatched (Index),"Tesi, Mauro",E21 Person,,,,T,Unmatched Index Entry
Index,Unmatched (Index),"Tessin, Count Carl Gustav",E21 Person,,,,T,Unmatched Index Entry
Index,Unmatched (Index),"Tessin, Nicodemus, the Younger",E21 Person,,,,T,Unmatched Index Entry
Index,Unmatched (Index),"Théodon, Jean Baptiste",E21 Person,,,,T,Unmatched Index Entry
Index,Unmatched (Index),"Tiepolo, Giambattista",E21 Person,,,,T,Unmatched Index Entry
Index,Unmatched (Index),"Tiepolo, Gian Domenico",E21 Person,,,,T,Unmatched Index Entry
Index,Unmatched (Index),Tintoretto,E21 Person,,,,T,Unmatched Index Entry
Index,Unmatched (Index),Titles granted to artists,E28 Conceptual Object,,,,T,Unmatched Index Entry
Index,Unmatched (Index),"Tofts, Katherine",E21 Person,,,,T,Unmatched Index Entry
Index,Unmatched (Index),"Toni, Don Pietro Antonio",E21 Person,,,,T,Unmatched Index Entry
Index,Unmatched (Index),"Toninotto, Padre Giuseppe",E21 Person,,,,T,Unmatched Index Entry
Index,Unmatched (Index),"Torelli, Giuseppe",E21 Person,,,,T,Unmatched Index Entry
Index,Unmatched (Index),"Torresani, Andrea",E21 Person,,,,T,Unmatched Index Entry
Index,Unmatched (Index),"Triga, G.",E21 Person,,,,T,Unmatched Index Entry
Index,Unmatched (Index),"Tron, Caterina Dolfin",E21 Person,,,,T,Unmatched Index Entry
Index,Unmatched (Index),"Troy, François de",E21 Person,,,,T,Unmatched Index Entry
Index,Unmatched (Index),Turin,E53 Place,,,,T,Unmatched Index Entry
Index,Unmatched (Index),"Uccelli, Ferdinando",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),Udine,E53 Place,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Udney, John",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Urbino, Francesco Maria della Rovere, Duke of",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Urbino, devolution to Papacy",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Utrecht, Treaty of",E5 Event,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Vacchelli, Giuliano",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),Vaduz,E53 Place,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Valentin, art dealer",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Valeriani, Domenico and Giuseppe",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Valeriano, Padre",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Vallisnieri, Antonio",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),Valmarana family,E74 Group,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Valmarana, Leonardo",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Vandeneynde, Jan",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Vandières, Marquis de (later Marquis de Marigny)",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Vanetti, Valerio",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Varotari, Alessandro ('il Padovanino')",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Vassalli, Alessandro",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),Vatican palace,E22 Man-Made Object,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Veith, Giovanni Adalbertho",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),Velasquez,E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Venezia, Padre Antonio da",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),Venice,E53 Place,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Venturi, Professor Franco",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Vianello, Dr Giovanni",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),Vicenza,E53 Place,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),Vienna,E53 Place,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),Virgil,E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Virtuosi, Congregazione dei",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Visconti, Antonio Maria",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),Vitruvius,E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Vittrice, Alessandro",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Vivant-Denon, Dominique",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Wael, Cornelius de",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Wael, Jean-Baptiste de",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Waldstein, Count of",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Wars of late 17th century, influence on art patronage",E28 Conceptual Object,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Waterhouse, E. K.",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Watson, F. J. B.",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Watteau, Antoine",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Werff, Adrian van der",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"White Hill, Battle of",E5 Event,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),Widmann country house,E53 Place,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),Widmann family,E74 Group,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),Widmann palace,E22 Man-Made Object,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Winckelmann, J. J.",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Wouwermans, Philips",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Wynne, Giustiniana (Mme Rosenberg)",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),Würzburg Residenz,E53 Place,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Xavier, St Francis",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Zaguri, Pietro",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Zambeccari, Marchesa Eleonora",E22 Man-Made Object,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),Zambelli family,E74 Group,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Zambelli, Dr Paola",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Zanetti, A. M., the Elder",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Zanetti, A. M., the Younger",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Zanetti, Domenico",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Zanotti, F. M.",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Zen, Procurator Alessandro",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),Zenobio family,E74 Group,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),Zenobio palace,E22 Man-Made Object,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"Zuccari, Federigo",E21 Person,,,,UVWXYZ,Unmatched Index Entry
Index,Unmatched (Index),"den Einden, Ferdinand van",E21 Person,,,,D,Unmatched Index Entry
Index,Unmatched (Index),"den Einden, Jan van",E21 Person,,,,D,Unmatched Index Entry
Manual,Unmatched (Manual),,,,A308,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,,A315,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,,A331,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,,A8,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,A.M. Zanetti the Elder with Marchese Gerini,A2,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Abigail giving Presents to David,A3,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Academy at Parma,G35,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Accademia dei Cacadubbi,G33,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Accbremia Albrizziana,G94,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Achille Bosisio,R1,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Addison,A4,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Adoration of the Magi,A5,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Aedes Barberina ad Quirinalem,A7,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Aeneid,A416,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Albergo del Moretto,G8,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Alberto Vecchi,R2,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Alessandro Vasalli,R3,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Alessandro Zen,R4,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Alfredo Bardella,R5,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Alice Binion,R6,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Allegory of Clemency,A9,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Allegory of Coral fishing,A10,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Allegory of Rome,A11,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Allegory of Venice,A14,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Allegory of the Arts,A12,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Allegory of the Education of the Crown Prince of the Palatinate,A13,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Altar Paintings for the Parish Church of San Canciano,A18,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Altar of Friendship,A15,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Altar of Friendship,G22,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Altar of Tranquility and Rural Life,A16,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Altar of Wealth and Apollo,A17,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Altarpiece for Chiesa Nuova,A19,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Altarpiece for Santa Maria dei Cappuccini,A20,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Altarpiece for St. Sebastian,A21,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Altarpiece for the Augustinian Church,A22,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Altarpieces for the Royal Chapel,A23,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Altero Matteoli,R7,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Altieri,G51,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Andromache weeping before Aeneas,A24,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Angelica Griè,R12,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Angelo Contarini,R13,,name-English_table.csv,Unmatched Manual & Non-Q ID
