Source_Side,Status,Index_Entry,CIDOC_Type,Manual_Name,Manual_QID,Match_Type,File_Code,Extraction_Reason,Formal_Full_Name,Normalization_Category
Index,Unmatched (Index),Correggio,E21 Person,,,,C,Unmatched Index Entry,Correggio,Person
Index,Unmatched (Index),Corsini family,E74 Group,,,,C,Unmatched Index Entry,Corsini family,Place
Index,Unmatched (Index),"Corsini, Lorenzo (Pope Clement XII)",E21 Person,,,,C,Unmatched Index Entry,Lorenzo Corsini,Person
Index,Unmatched (Index),"Corsini, Marchese Filippo",E22 Man-Made Object,,,,C,Unmatched Index Entry,Filippo Corsini,Person (Reclassified)
Index,Unmatched (Index),"Cortese, Giacomo and Guglielmo",E21 Person,,,,C,Unmatched Index Entry,Giacomo and Guglielmo Cortese,Person
Index,Unmatched (Index),"Costaguti, Marchese",E22 Man-Made Object,,,,C,Unmatched Index Entry,Costaguti,Person (Reclassified)
Index,Unmatched (Index),"Courtois, Jacques and Guillaume",E21 Person,,,,C,Unmatched Index Entry,Jacques and Guillaume Courtois,Person
Index,Unmatched (Index),Cremonese,E74 Group,,,,C,Unmatched Index Entry,Cremonese,Place
Index,Unmatched (Index),"Crequi, Duc de",E21 Person,,,,C,Unmatched Index Entry,Duc de Crequi,Person
Index,Unmatched (Index),"Crescenzi, Pietro Paolo",E21 Person,,,,C,Unmatched Index Entry,Pietro Paolo Crescenzi,Person
Index,Unmatched (Index),"Critics, Roman",E21 Person,,,,C,Unmatched Index Entry,Roman Critics,Person
Index,Unmatched (Index),"Croissy, M. de",E21 Person,,,,C,Unmatched Index Entry,M. de Croissy,Person
Index,Unmatched (Index),"Curli, Girolamo",E21 Person,,,,C,Unmatched Index Entry,Girolamo Curli,Person
Index,Unmatched (Index),Customs duty on pictures,E28 Conceptual Object,,,,C,Unmatched Index Entry,Customs duty on pictures,Work
Index,Unmatched (Index),Dante,E21 Person,,,,D,Unmatched Index Entry,Dante,Person
Index,Unmatched (Index),"Dartmouth, Lord",E21 Person,,,,D,Unmatched Index Entry,Dartmouth,Person
Index,Unmatched (Index),"Dati, Carlo",E21 Person,,,,D,Unmatched Index Entry,Carlo Dati,Person
Index,Unmatched (Index),"Daun, Count",E21 Person,,,,D,Unmatched Index Entry,Daun,Person
Index,Unmatched (Index),"Devonshire, Duke of",E21 Person,,,,D,Unmatched Index Entry,Of Devonshire,Person
Index,Unmatched (Index),"Dietrich, Christian",E21 Person,,,,D,Unmatched Index Entry,Christian Dietrich,Person
Index,Unmatched (Index),Dolfin family,E74 Group,,,,D,Unmatched Index Entry,Dolfin family,Place
Index,Unmatched (Index),"Dolfin, Daniele (Archbishop of Udine)",E22 Man-Made Object,,,,D,Unmatched Index Entry,"Dolfin, Daniele (Archbishop of Udine)",Work
Index,Unmatched (Index),"Dolfin, Daniele III",E21 Person,,,,D,Unmatched Index Entry,Daniele III Dolfin,Person
Index,Unmatched (Index),"Dolfin, Daniele IV",E21 Person,,,,D,Unmatched Index Entry,Daniele IV Dolfin,Person
Index,Unmatched (Index),Domenichino (Domenico Zampieri),E21 Person,,,,D,Unmatched Index Entry,Domenichino,Person
Index,Unmatched (Index),"Dominici, Bernardo de",E21 Person,,,,D,Unmatched Index Entry,Bernardo de Dominici,Person
Index,Unmatched (Index),"Dorigny, Louis",E21 Person,,,,D,Unmatched Index Entry,Louis Dorigny,Person
Index,Unmatched (Index),"Douglas, Hamilton, Marquis of",E21 Person,,,,D,Unmatched Index Entry,"Hamilton, Marquis of Douglas",Person
Index,Unmatched (Index),Dresden,E53 Place,,,,D,Unmatched Index Entry,Dresden,Place
Index,Unmatched (Index),"Dubois, Ambrose",E21 Person,,,,D,Unmatched Index Entry,Ambrose Dubois,Person
Index,Unmatched (Index),"Dughet, Gaspard (Gaspard Poussin)",E21 Person,,,,D,Unmatched Index Entry,Gaspard Dughet,Person
Index,Unmatched (Index),"Duquesnoy, François",E21 Person,,,,D,Unmatched Index Entry,François Duquesnoy,Person
Index,Unmatched (Index),"Durazzo, Marchese Girolamo",E22 Man-Made Object,,,,D,Unmatched Index Entry,Girolamo Durazzo,Person (Reclassified)
Index,Unmatched (Index),Dusseldorf,E53 Place,,,,D,Unmatched Index Entry,Dusseldorf,Place
Index,Unmatched (Index),Dutch artists,E74 Group,,,,D,Unmatched Index Entry,Dutch artists,Place
Index,Unmatched (Index),"Duyvelant, Jacques",E21 Person,,,,D,Unmatched Index Entry,Jacques Duyvelant,Person
Index,Unmatched (Index),"Effetti, Antonio degli",E21 Person,,,,E,Unmatched Index Entry,Antonio degli Effetti,Person
Index,Unmatched (Index),"Emo, Procurator",E21 Person,,,,E,Unmatched Index Entry,Procurator Emo,Person
Index,Unmatched (Index),English patronage,E28 Conceptual Object,,,,E,Unmatched Index Entry,English patronage,Work
Index,Unmatched (Index),English tourists in Italy,E28 Conceptual Object,,,,E,Unmatched Index Entry,English tourists in Italy,Work
Index,Unmatched (Index),Enlightenment in Italy,E28 Conceptual Object,,,,E,Unmatched Index Entry,Enlightenment in Italy,Work
Index,Unmatched (Index),"Erlach, Fischer von",E21 Person,,,,E,Unmatched Index Entry,Fischer von Erlach,Person
Index,Unmatched (Index),"Essex, Lord",E21 Person,,,,E,Unmatched Index Entry,Essex,Person
Index,Unmatched (Index),"Este, Azzo, Marchese d'",E22 Man-Made Object,,,,E,Unmatched Index Entry,"Azzo, d' Este",Person (Reclassified)
Index,Unmatched (Index),"Este, Isabella d'",E21 Person,,,,E,Unmatched Index Entry,Isabella d' Este,Person
Index,Unmatched (Index),"Estrées, Duc d'",E21 Person,,,,E,Unmatched Index Entry,Duc d' Estrées,Person
Index,Unmatched (Index),"Eugene, Prince",E21 Person,,,,E,Unmatched Index Entry,Eugene,Person
Index,Unmatched (Index),"Exeter, 5th Lord",E21 Person,,,,E,Unmatched Index Entry,5th Exeter,Person
Index,Unmatched (Index),"Facciolati, Abate",E21 Person,,,,F,Unmatched Index Entry,Facciolati,Person
Index,Unmatched (Index),Fantasy and reason,E28 Conceptual Object,,,,F,Unmatched Index Entry,Fantasy and reason,Work
Index,Unmatched (Index),Farnese Palace,E22 Man-Made Object,,,,F,Unmatched Index Entry,Palazzo Farnese,Place (Reclassified)
Index,Unmatched (Index),"Farnese, Cardinal Alessandro",E21 Person,,,,F,Unmatched Index Entry,Alessandro Farnese,Person
Index,Unmatched (Index),"Farnese, Odoardo, Duke of Parma",E21 Person,,,,F,Unmatched Index Entry,"Odoardo, of Parma Farnese",Person
Index,Unmatched (Index),"Farnese, Ranuccio II, Duke of Parma",E21 Person,,,,F,Unmatched Index Entry,"Ranuccio II, of Parma Farnese",Person
Index,Unmatched (Index),"Farsetti, Daniele",E21 Person,,,,F,Unmatched Index Entry,Daniele Farsetti,Person
Index,Unmatched (Index),"Fedini, Domenico",E21 Person,,,,F,Unmatched Index Entry,Domenico Fedini,Person
Index,Unmatched (Index),Ferrara,E53 Place,,,,F,Unmatched Index Entry,Ferrara,Place
Index,Unmatched (Index),"Ferrerio, Andrea",E21 Person,,,,F,Unmatched Index Entry,Andrea Ferrerio,Person
Index,Unmatched (Index),"Ferretti, Gian Domenico",E21 Person,,,,F,Unmatched Index Entry,Gian Domenico Ferretti,Person
Index,Unmatched (Index),"Feti, Domenico",E21 Person,,,,F,Unmatched Index Entry,Domenico Feti,Person
Index,Unmatched (Index),"Filomarino, Cardinal",E21 Person,,,,F,Unmatched Index Entry,Filomarino,Person
Index,Unmatched (Index),"Fiori, Mario de' (Mario Nuzzi)",E21 Person,,,,F,Unmatched Index Entry,Mario de' Fiori,Person
Index,Unmatched (Index),Flemish artists in Rome,E74 Group,,,,F,Unmatched Index Entry,Flemish artists in Rome,Place
Index,Unmatched (Index),Florence,E53 Place,,,,F,Unmatched Index Entry,Florence,Place
Index,Unmatched (Index),"Foggini, Giovan Battista",E21 Person,,,,F,Unmatched Index Entry,Giovan Battista Foggini,Person
Index,Unmatched (Index),"Fontana, Conte Francesco",E53 Place,,,,F,Unmatched Index Entry,"Fontana, Conte Francesco",Place
Index,Unmatched (Index),Fontenelle,E21 Person,,,,F,Unmatched Index Entry,Fontenelle,Person
Index,Unmatched (Index),Foscarini family,E74 Group,,,,F,Unmatched Index Entry,Foscarini family,Place
Index,Unmatched (Index),Foscarini palace,E22 Man-Made Object,,,,F,Unmatched Index Entry,Palazzo Foscarini,Place (Reclassified)
Index,Unmatched (Index),"Fountaine, Sir Andrew",E22 Man-Made Object,,,,F,Unmatched Index Entry,Andrew Fountaine,Person (Reclassified)
Index,Unmatched (Index),"Fragonard, Jean Honoré",E21 Person,,,,F,Unmatched Index Entry,Jean Honoré Fragonard,Person
Index,Unmatched (Index),"Francavilla, Pietro",E22 Man-Made Object,,,,F,Unmatched Index Entry,"Francavilla, Pietro",Place (Reclassified)
Index,Unmatched (Index),François I of France,E53 Place,,,,F,Unmatched Index Entry,François I of France,Place
Index,Unmatched (Index),"Fratta, D. M.",E21 Person,,,,F,Unmatched Index Entry,D. M. Fratta,Person
Index,Unmatched (Index),"Frederick Augustus I, Elector of Saxony",E21 Person,,,,F,Unmatched Index Entry,Elector of Saxony Frederick Augustus I,Person
Index,Unmatched (Index),"Frederick Augustus II, Elector of Saxony",E21 Person,,,,F,Unmatched Index Entry,Elector of Saxony Frederick Augustus II,Person
Index,Unmatched (Index),Frederick III (Holy Roman Emperor),E21 Person,,,,F,Unmatched Index Entry,Frederick III,Person
Index,Unmatched (Index),French hostility to Italian art in the 17th century,E28 Conceptual Object,,,,F,Unmatched Index Entry,French hostility to Italian art in the 17th century,Work
Index,Unmatched (Index),French patronage,E28 Conceptual Object,,,,F,Unmatched Index Entry,French patronage,Work
Index,Unmatched (Index),"Frescobaldi, Gerolamo",E21 Person,,,,F,Unmatched Index Entry,Gerolamo Frescobaldi,Person
Index,Unmatched (Index),"Fumiani, Giannantonio",E21 Person,,,,F,Unmatched Index Entry,Giannantonio Fumiani,Person
Index,Unmatched (Index),"Furnaletto, Lodovico",E21 Person,,,,F,Unmatched Index Entry,Lodovico Furnaletto,Person
Index,Unmatched (Index),"Gabburri, Francesco",E53 Place,,,,G,Unmatched Index Entry,"Gabburri, Francesco",Place
Index,Unmatched (Index),"Gabrieli, Lodovico",E21 Person,,,,G,Unmatched Index Entry,Lodovico Gabrieli,Person
Index,Unmatched (Index),"Galgario, Fra (Vittore Ghislandi)",E21 Person,,,,G,Unmatched Index Entry,Galgario,Person
Index,Unmatched (Index),"Galiani, Abate",E21 Person,,,,G,Unmatched Index Entry,Galiani,Person
Index,Unmatched (Index),"Gallacini, Teofilo",E21 Person,,,,G,Unmatched Index Entry,Teofilo Gallacini,Person
Index,Unmatched (Index),"Galli-Bibiena, Ferdinando",E21 Person,,,,G,Unmatched Index Entry,Ferdinando Galli-Bibiena,Person
Index,Unmatched (Index),"Gambarini, Giuseppe",E21 Person,,,,G,Unmatched Index Entry,Giuseppe Gambarini,Person
Index,Unmatched (Index),"Garganego, Girolamo",E21 Person,,,,G,Unmatched Index Entry,Girolamo Garganego,Person
Index,Unmatched (Index),"Gaulli, Giovanni Battista (Baciccio)",E21 Person,,,,G,Unmatched Index Entry,Giovanni Battista Gaulli,Person
Index,Unmatched (Index),"Gavasetti, Camillo",E21 Person,,,,G,Unmatched Index Entry,Camillo Gavasetti,Person
Index,Unmatched (Index),Gazzeta Veneta,E22 Man-Made Object,,,,G,Unmatched Index Entry,Gazzeta Veneta,Work
Index,Unmatched (Index),Genoa,E53 Place,,,,G,Unmatched Index Entry,Genoa,Place
Index,Unmatched (Index),"Geoffrin, Mme",E21 Person,,,,G,Unmatched Index Entry,Geoffrin,Person
Index,Unmatched (Index),"George I, King of England",E21 Person,,,,G,Unmatched Index Entry,Of England George I,Person
Index,Unmatched (Index),"George III, King of England",E21 Person,,,,G,Unmatched Index Entry,Of England George III,Person
Index,Unmatched (Index),"Gerini, Marchese Andrea",E22 Man-Made Object,,,,G,Unmatched Index Entry,Andrea Gerini,Person (Reclassified)
Index,Unmatched (Index),German patronage,E28 Conceptual Object,,,,G,Unmatched Index Entry,German patronage,Work
Index,Unmatched (Index),"German princes, taste in art",E21 Person,,,,G,Unmatched Index Entry,Taste in art German princes,Person
Index,Unmatched (Index),"Gesualdo, Cardinal",E21 Person,,,,G,Unmatched Index Entry,Gesualdo,Person
Index,Unmatched (Index),Gesuati,E74 Group,,,,G,Unmatched Index Entry,Gesuati,Place
Index,Unmatched (Index),"Gherardi, Antonio",E21 Person,,,,G,Unmatched Index Entry,Antonio Gherardi,Person
Index,Unmatched (Index),"Ghibbesio, Jacopo",E21 Person,,,,G,Unmatched Index Entry,Jacopo Ghibbesio,Person
Index,Unmatched (Index),"Ghisolfi, Giovanni",E21 Person,,,,G,Unmatched Index Entry,Giovanni Ghisolfi,Person
Index,Unmatched (Index),"Gimignani, Lodovico",E21 Person,,,,G,Unmatched Index Entry,Lodovico Gimignani,Person
Index,Unmatched (Index),"Ginnasi, Cardinal",E21 Person,,,,G,Unmatched Index Entry,Ginnasi,Person
Index,Unmatched (Index),Giotto,E21 Person,,,,G,Unmatched Index Entry,Giotto,Person
Index,Unmatched (Index),Giovanelli collection,E22 Man-Made Object,,,,G,Unmatched Index Entry,Giovanelli collection,Work
Index,Unmatched (Index),"Girardon, François",E21 Person,,,,G,Unmatched Index Entry,François Girardon,Person
Index,Unmatched (Index),Giustiniani family,E74 Group,,,,G,Unmatched Index Entry,Giustiniani family,Place
Index,Unmatched (Index),"Giustiniani, Abbate Michele",E21 Person,,,,G,Unmatched Index Entry,Abbate Michele Giustiniani,Person
Index,Unmatched (Index),"Giustiniani, Andrea",E21 Person,,,,G,Unmatched Index Entry,Andrea Giustiniani,Person
Index,Unmatched (Index),"Giustiniani, Benedetto",E21 Person,,,,G,Unmatched Index Entry,Benedetto Giustiniani,Person
Index,Unmatched (Index),"Giustiniani, Marchese Vincenzo",E22 Man-Made Object,,,,G,Unmatched Index Entry,Vincenzo Giustiniani,Person (Reclassified)
Index,Unmatched (Index),"Gloucester, William Henry, 1st Duke of",E21 Person,,,,G,Unmatched Index Entry,"William Henry, 1st of Gloucester",Person
Index,Unmatched (Index),Gondi palace,E22 Man-Made Object,,,,G,Unmatched Index Entry,Palazzo Gondi,Place (Reclassified)
Index,Unmatched (Index),Gonzaga,E74 Group,,,,G,Unmatched Index Entry,Gonzaga,Place
Index,Unmatched (Index),"Gonzalez, Tirso",E21 Person,,,,G,Unmatched Index Entry,Tirso Gonzalez,Person
Index,Unmatched (Index),"Gori, A. F.",E21 Person,,,,G,Unmatched Index Entry,A. F. Gori,Person
Index,Unmatched (Index),"Gozadini, Bonisezio",E21 Person,,,,G,Unmatched Index Entry,Bonisezio Gozadini,Person
Index,Unmatched (Index),"Gozzadini, Cardinal",E21 Person,,,,G,Unmatched Index Entry,Gozzadini,Person
Index,Unmatched (Index),Grassi collection,E22 Man-Made Object,,,,G,Unmatched Index Entry,Grassi collection,Work
Index,Unmatched (Index),Grassi family,E74 Group,,,,G,Unmatched Index Entry,Grassi family,Place
Index,Unmatched (Index),"Graziani, Ercole",E21 Person,,,,G,Unmatched Index Entry,Ercole Graziani,Person
Index,Unmatched (Index),Gregory XV,E21 Person,,,,G,Unmatched Index Entry,Gregory XV,Person
Index,Unmatched (Index),"Greiffenklau, Karl Philip von",E21 Person,,,,G,Unmatched Index Entry,Karl Philip von Greiffenklau,Person
Index,Unmatched (Index),"Grill, Angelica",E21 Person,,,,G,Unmatched Index Entry,Angelica Grill,Person
Index,Unmatched (Index),"Grimani, Cardinal",E21 Person,,,,G,Unmatched Index Entry,Grimani,Person
Index,Unmatched (Index),"Grimani, Doge",E21 Person,,,,G,Unmatched Index Entry,Doge Grimani,Person
Index,Unmatched (Index),"Grosley, Pierre Jean",E21 Person,,,,G,Unmatched Index Entry,Pierre Jean Grosley,Person
Index,Unmatched (Index),"Gruppello, Gabriel",E21 Person,,,,G,Unmatched Index Entry,Gabriel Gruppello,Person
Index,Unmatched (Index),"Guarana, Giacomo",E21 Person,,,,G,Unmatched Index Entry,Giacomo Guarana,Person
Index,Unmatched (Index),"Guardi, Gian Antonio",E21 Person,,,,G,Unmatched Index Entry,Gian Antonio Guardi,Person
Index,Unmatched (Index),Guercino (Francesco Barbieri),E53 Place,,,,G,Unmatched Index Entry,Guercino,Place
Index,Unmatched (Index),Gustavus Adolphus of Sweden,E21 Person,,,,G,Unmatched Index Entry,Gustavus Adolphus of Sweden,Person
Index,Unmatched (Index),Gustavus III of Sweden,E21 Person,,,,G,Unmatched Index Entry,Gustavus III of Sweden,Person
Index,Unmatched (Index),"Guzman, Gasparo de Haro y",E21 Person,,,,G,Unmatched Index Entry,Gasparo de Haro y Guzman,Person
Index,Unmatched (Index),"Halifax, Earl of",E21 Person,,,,H,Unmatched Index Entry,Of Halifax,Person
Index,Unmatched (Index),"Handel, George Frederick",E21 Person,,,,H,Unmatched Index Entry,George Frederick Handel,Person
Index,Unmatched (Index),Hapsburg collections from Prague,E22 Man-Made Object,,,,H,Unmatched Index Entry,Hapsburg collections from Prague,Work
Index,Unmatched (Index),Hapsburg patronage of Venetian artists,E28 Conceptual Object,,,,H,Unmatched Index Entry,Hapsburg patronage of Venetian artists,Work
Index,Unmatched (Index),"Harrach, Count",E21 Person,,,,H,Unmatched Index Entry,Harrach,Person
Index,Unmatched (Index),"Helmbrecker, Theodor",E21 Person,,,,H,Unmatched Index Entry,Theodor Helmbrecker,Person
Index,Unmatched (Index),Henri III of France,E53 Place,,,,H,Unmatched Index Entry,Henri III of France,Place
Index,Unmatched (Index),Henri IV of France,E53 Place,,,,H,Unmatched Index Entry,Henri IV of France,Place
Index,Unmatched (Index),"Henrietta Maria, Queen of England",E21 Person,,,,H,Unmatched Index Entry,Of England Henrietta Maria,Person
Index,Unmatched (Index),"Hervey, Lord",E21 Person,,,,H,Unmatched Index Entry,Hervey,Person
Index,Unmatched (Index),"Hildebrandt, Lucas von",E21 Person,,,,H,Unmatched Index Entry,Lucas von Hildebrandt,Person
Index,Unmatched (Index),"Honthorst, Gerrit van",E21 Person,,,,H,Unmatched Index Entry,Gerrit van Honthorst,Person
Index,Unmatched (Index),Horace,E21 Person,,,,H,Unmatched Index Entry,Horace,Person
Index,Unmatched (Index),"Hume, A.",E21 Person,,,,H,Unmatched Index Entry,A. Hume,Person
Index,Unmatched (Index),"Ignatius, St",E21 Person,,,,I,Unmatched Index Entry,St Ignatius,Person
Index,Unmatched (Index),Illustrated books,E22 Man-Made Object,,,,I,Unmatched Index Entry,Illustrated books,Work
Index,Unmatched (Index),Indecency and the erotic,E28 Conceptual Object,,,,I,Unmatched Index Entry,Indecency and the erotic,Work
Index,Unmatched (Index),Indecency in art,E28 Conceptual Object,,,,I,Unmatched Index Entry,Indecency in art,Work
Index,Unmatched (Index),"Innocent X, Pope",E21 Person,,,,I,Unmatched Index Entry,Innocent X,Person
Index,Unmatched (Index),"Innocent XII, Pope",E21 Person,,,,I,Unmatched Index Entry,Innocent XII,Person
Index,Unmatched (Index),"Jabach, Everard",E21 Person,,,,J，K,Unmatched Index Entry,Everard Jabach,Person
Index,Unmatched (Index),James III of England,E21 Person,,,,J，K,Unmatched Index Entry,James III of England,Person
Index,Unmatched (Index),Jesuits,E74 Group,,,,J，K,Unmatched Index Entry,Jesuits,Place
Index,Unmatched (Index),Johann Georg III of Saxony,E21 Person,,,,J，K,Unmatched Index Entry,Johann Georg III of Saxony,Person
Index,Unmatched (Index),"Johann Wilhelm, Elector Palatinate",E21 Person,,,,J，K,Unmatched Index Entry,Elector Palatinate Johann Wilhelm,Person
Index,Unmatched (Index),"John Sobieski, King of Poland",E21 Person,,,,J，K,Unmatched Index Entry,Of Poland John Sobieski,Person
Index,Unmatched (Index),Justinus,E21 Person,,,,J，K,Unmatched Index Entry,Justinus,Person
Index,Unmatched (Index),Justus of Ghent,E21 Person,,,,J，K,Unmatched Index Entry,Justus of Ghent,Person
Index,Unmatched (Index),La Harpe,E21 Person,,,,L,Unmatched Index Entry,La Harpe,Person
Index,Unmatched (Index),"La Vrillière, Louis Phélipeaux de",E21 Person,,,,L,Unmatched Index Entry,Louis Phélipeaux de La Vrillière,Person
Index,Unmatched (Index),Labia collection,E22 Man-Made Object,,,,L,Unmatched Index Entry,Labia collection,Work
Index,Unmatched (Index),Labia family,E74 Group,,,,L,Unmatched Index Entry,Labia family,Place
Index,Unmatched (Index),"Lancellotti, Abate",E21 Person,,,,L,Unmatched Index Entry,Lancellotti,Person
Index,Unmatched (Index),"Landscapes, varying reactions to",E21 Person,,,,L,Unmatched Index Entry,Varying reactions to Landscapes,Person
Index,Unmatched (Index),"Langetti, Giovanni Battista",E21 Person,,,,L,Unmatched Index Entry,Giovanni Battista Langetti,Person
Index,Unmatched (Index),"LeBlon, Jakob Christoffel",E21 Person,,,,L,Unmatched Index Entry,Jakob Christoffel LeBlon,Person
Index,Unmatched (Index),"Legros, Pierre",E21 Person,,,,L,Unmatched Index Entry,Pierre Legros,Person
Index,Unmatched (Index),"Lemaire, Jean",E21 Person,,,,L,Unmatched Index Entry,Jean Lemaire,Person
Index,Unmatched (Index),"Lena, Innocenzo della",E21 Person,,,,L,Unmatched Index Entry,Innocenzo della Lena,Person
Index,Unmatched (Index),"Leopold I, Grand Duke of Tuscany",E21 Person,,,,L,Unmatched Index Entry,Grand of Tuscany Leopold I,Person
Index,Unmatched (Index),"Leopold Wilhelm, Archduke",E22 Man-Made Object,,,,L,Unmatched Index Entry,"Leopold Wilhelm, Archduke",Work
Index,Unmatched (Index),"Letterini, Bartolommeo",E21 Person,,,,L,Unmatched Index Entry,Bartolommeo Letterini,Person
Index,Unmatched (Index),Liechtenstein family,E74 Group,,,,L,Unmatched Index Entry,Liechtenstein family,Place
Index,Unmatched (Index),"Liechtenstein, Prince Wenzel of",E21 Person,,,,L,Unmatched Index Entry,Wenzel of Liechtenstein,Person
Index,Unmatched (Index),"Ligari, Gian Pietro",E21 Person,,,,L,Unmatched Index Entry,Gian Pietro Ligari,Person
Index,Unmatched (Index),"Locke, John",E21 Person,,,,L,Unmatched Index Entry,John Locke,Person
