Source_Side,Status,Index_Entry,CIDOC_Type,Manual_Name,Manual_QID,Match_Type,File_Code,Extraction_Reason
Manual,Unmatched (Manual),,,Ceiling Frescoes in the Quirinal Palace Gallery,A63,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Ceiling Paintings at Hampton Court,A424,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Ceiling fresco of the Augustinian Church,A61,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Ceiling of Palazzo Doria-Pamphili,A423,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Ceremonies of the Grand Duke,A425,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Chapel of St. Lawrence,G59,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Chapel of St. Stanislaus Kostka,G49,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Charity,A64,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Charles Fox,A65,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Charles Fran ois de Saint Saulieu,R27,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Charles I,A66,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Chiesa de' Servi,G4,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Children at Play,A67,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Christ and St Veronica,A68,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Christ driving the Jews from the Temple,A69,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Christ in the Boat calming His Disciples,A70,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Church Great WitleyWatson,G136,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Church of San Gaetano,G144,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Church of Santa Cecilia,G63,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Church of Santa Maria Rotonda,G10,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Church of Santa Marta,G18,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Church of the Apostoli,G19,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Cincinnatus summoned from the Plough,A71,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Coggio Pittoni,R28,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Coggioh Pittoni,R29,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Collegio di Siena,G50,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Colnaghi's,G163,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Consiglio del Consorzio,G71,,gio-English_table.csv,Unmatched & Non-Q ID
